zhuanrangfei,rental_price,pay_method,jianzhumianji,shiyongmianji,shengyuzuqi,zhuanrangfangshi,floor,zhuangxiu,building_type,shifoufenge,shihejingying,loupanmingcheng,loupandizhi,miankuan,jinshen,cenggao,elvator_number,service_price,function_list,release_date,url
nan,138000元/月,押一付三,920㎡,nan,nan,nan,第1层(共2层),简装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,休闲娱乐",南京西路公馆,南京西路,25.00米,28.00米,5.00米,nan,nan,"网络,暖气,停车位,客梯,货梯,扶梯",2019/9/11 10:12:33,https://sh.shop.fang.com/zu/3_362171977.html
nan,300000元/月,押二付三,0.00㎡,nan,nan,nan,第1层(共5层),精装修,商业街商铺,否,"酒店宾馆,生活服务,休闲娱乐",浦东世纪花园商铺,梅花路999弄,30.00米,20.00米,4.20米,客梯4个，货梯0个,10.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/3 10:52:19,https://sh.shop.fang.com/zu/3_361345153.html
nan,42700元/月,押一付三,202㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,"百货超市,服饰鞋包,美容美发,餐饮美食,休闲娱乐",大唐PLUS乐坊,大唐PLUS乐坊,8.40米,20.00米,5.00米,nan,nan,"网络,暖气,停车位,客梯,货梯,扶梯",2019/9/11 10:39:38,https://sh.shop.fang.com/zu/3_362179588.html
nan,30000元/月,押一付三,0.00㎡,nan,nan,nan,第1层(共2层),精装修,住宅底商,否,nan,苗圃路商铺,浦东新区苗圃路,6.00米,8.00米,7.00米,客梯0个，货梯0个,2.50元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/4 12:49:36,https://sh.shop.fang.com/zu/3_361453122.html
nan,28500元/月,押一付三,0.00㎡,nan,nan,nan,第1层(共6层),简装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",长寿路商铺,普陀区长寿路,10.00米,15.00米,4.00米,客梯0个，货梯0个,nan,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/9 10:09:37,https://sh.shop.fang.com/zu/3_361994571.html
nan,35000元/月,押一付三,200㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,"百货超市,服饰鞋包,生活服务,美容美发,休闲娱乐",江宁路澳门路,江宁路澳门路,10.00米,20.00米,4.00米,nan,nan,网络,2019/9/11 10:07:18,https://sh.shop.fang.com/zu/3_362170408.html
nan,158400元/月,押二付二,20260.00㎡,800㎡,nan,nan,第1层(共2层),毛坯,商业街商铺,否,生活服务,金桥翡翠坊,长岛路台儿庄路转角处,20.00米,20.00米,4.50米,客梯0个，货梯0个,6.00元/㎡·月,"上水,下水",2019/9/2 15:37:08,https://sh.shop.fang.com/zu/3_353747094.html
nan,55000元/月,押一付三,220㎡,nan,nan,nan,第1层(共1层),精装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",大学路,大学路,12.00米,10.00米,3.00米,nan,nan,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/9 10:46:58,https://sh.shop.fang.com/zu/3_362002500.html
nan,21600元/月,押二付三,180㎡,nan,nan,nan,第3层(共3层),简装修,商业街商铺,是,教育培训,春申路商铺,春申路莲花路,8.00米,20.00米,4.00米,nan,租金已包含,"网络,停车位,客梯,上水,下水",2019/8/26 10:08:50,https://sh.shop.fang.com/zu/3_360497354.html
nan,153600元/月,押二付三,320㎡,nan,nan,nan,第1层(共1层),毛坯,临街门面,是,nan,巨鹿路商铺,巨鹿路,6.00米,8.00米,7.00米,nan,0.10元/㎡·月,,2019/9/7 20:53:22,https://sh.shop.fang.com/zu/3_361854938.html
nan,150000元/月,押一付三,902.16㎡,nan,nan,nan,第1层(共3层),简装修,写字楼配套底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",石门一路211号,石门一路211号,30.00米,30.00米,7.50米,nan,nan,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/9 9:00:59,https://sh.shop.fang.com/zu/3_361978473.html
nan,15000元/月,押三付三,48㎡,nan,nan,nan,第1层(共1层),毛坯,商业街商铺,否,"美容美发,餐饮美食,服饰鞋包,生活服务,酒店宾馆,家居建材,百货超市,休闲娱乐",成山路锦尊路,北蔡板块，成山路巴黎春天,6.00米,8.00米,7.00米,nan,nan,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/10 11:23:38,https://sh.shop.fang.com/zu/3_362097406.html
nan,28000元/月,押一付三,152㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",北宝兴路,东宝兴路恒业路,14.00米,15.00米,4.20米,nan,nan,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/11 10:30:03,https://sh.shop.fang.com/zu/3_362177044.html
nan,28000元/月,押一付三,122㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",欧阳路,欧阳路,7.00米,4.00米,3.00米,nan,nan,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/9 10:46:02,https://sh.shop.fang.com/zu/3_362002347.html
nan,20000元/月,押一付三,300㎡,nan,nan,nan,第3层(共5层),简装修,商业街商铺,否,"百货超市,服饰鞋包,美容美发,餐饮美食,休闲娱乐",年家浜路,年家浜路周康路,20.00米,20.00米,3.80米,nan,nan,"停车位,扶梯",2019/9/11 10:42:22,https://sh.shop.fang.com/zu/3_362180243.html
nan,98000元/月,押一付三,310㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,百货超市,陆家浜路/西藏南路(路口),陆家浜路/西藏南路(路口),12.00米,20.00米,4.20米,nan,nan,"网络,暖气,停车位",2019/8/18 9:20:56,https://sh.shop.fang.com/zu/3_359659055.html
nan,65000元/月,押一付三,0.00㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,百货超市,浦东南路商铺,浦东南路商铺,25.00米,4.00米,3.00米,客梯0个，货梯0个,nan,"客梯,货梯,扶梯",2019/9/9 15:10:18,https://sh.shop.fang.com/zu/3_362028870.html
nan,39000元/月,押一付三,169㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",九江路商铺,九江路,19.00米,21.00米,5.30米,nan,nan,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/6 21:35:19,https://sh.shop.fang.com/zu/3_361761747.html
nan,28000元/月,押一付三,0.00㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,百货超市,宛平南路商铺,宛平南路968弄32号,7.00米,15.00米,5.00米,客梯0个，货梯0个,nan,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/3 19:56:27,https://sh.shop.fang.com/zu/3_361389134.html
nan,1600元/月,押一付三,132㎡,nan,nan,nan,第2层(共2层),"简单装修
                                ",商业街商铺 ,否,"
                                    金高路商铺 ",0平,5.00米,15.00米,4.00米,7个月,nan,租金已包含,停车位,2019/7/13 16:08:25,https://sh.shop.fang.com/zu/1_55850618.html
nan,25000元/月,押一付三,100㎡,nan,nan,nan,第1层(共1层),精装修,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",嘉善路,嘉善路,10.00米,10.00米,3.00米,nan,nan,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/9 10:43:18,https://sh.shop.fang.com/zu/3_362001894.html
nan,20000元/月,押三付三,0平,nan,2个月,nan,第1层(共1层),"精装修
                                ",商业街商铺 ,否,餐饮美食,汶水东路商铺,"
                                    汶水东路商铺 ",9.00米,2.00米,3.00米,nan,租金已包含,"网络,停车位,中央空调,上水,下水",2019/7/27 10:16:10,https://sh.shop.fang.com/zu/1_55854193.html
nan,90000元/月,押一付三,0.00㎡,nan,nan,nan,第1层(共3层),毛坯,住宅底商,是,生活服务,浦电路53弄商铺,浦电路53弄,6.00米,8.00米,7.00米,客梯0个，货梯0个,租金已包含,"暖气,停车位",2019/9/4 12:56:56,https://sh.shop.fang.com/zu/3_361453837.html
nan,35000元/月,半年付,232㎡,nan,nan,nan,第1层(共2层),"简装修
                                ",住宅底商 ,是,"
                                    长岛路休闲街 ","
                                    上海市浦东新区长岛路618号 ",9.00米,20.00米,4.00米,nan,nan,租金已包含,"网络,停车位,上水,下水,排烟,排污",2019/8/1 12:37:21,https://sh.shop.fang.com/zu/1_55855351.html
15万元,40000元/月,押一付二,362㎡,nan,nan,nan,第1层(共3层),"简单装修
                                ",临街门面 ,否,"
                                    成山路商铺 ",0平,8.00米,15.00米,5.00米,成山路商铺,nan,3.8元/月,"网络,暖气,停车位,扶梯,中央空调,上水,下水,排污,外摆区",2019/7/29 10:25:58,https://sh.shop.fang.com/zu/1_55854631.html
10万元,20000元/月,押一付一,20㎡,nan,12个月,nan,第1层(共4层),"精装修
                                ",购物中心/百货 ,否,餐饮美食,"
                                    协信星光广场 ","
                                    上海市闸北区江场路1248 ",4.00米,5.00米,5.00米,nan,2元/月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/27 16:52:28,https://sh.shop.fang.com/zu/1_55861625.html
nan,10000元/月,面议,120.06㎡,nan,nan,nan,第1层(共5层),"毛坯
                                ",商业街商铺 ,否,服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，家居建材,"
                                    左岸香堤 ","
                                    德富路1211弄105室 ",nan,nan,nan,nan,nan,停车位,2019/9/7 15:52:56,https://sh.shop.fang.com/zu/1_55864768.html
nan,48000元/月,半年付,273㎡,nan,nan,nan,第1层(共2层),"简单装修
                                ",临街门面 ,否,服饰鞋包，休闲娱乐，美容美发，生活服务，家居建材，其他,"
                                    古北新城 ","
                                    吴中路503号 ",nan,nan,nan,nan,nan,,2019/9/7 13:56:21,https://sh.shop.fang.com/zu/1_55864746.html
48万元,19000元/月,押三付一,140㎡,nan,36个月,nan,第1层(共29层),"精装修
                                ",写字楼配套底商 ,否,餐饮美食,"
                                    长宁咖啡馆 ","
                                    上海市长宁区延安西路1566号 ",8.00米,16.00米,6.00米,nan,1.5元/月,"网络,暖气,停车位,客梯,货梯,中央空调,上水,下水,排污",2019/8/17 10:42:47,https://sh.shop.fang.com/zu/1_55859262.html
nan,12000元/月,季付,46㎡,nan,nan,nan,第1层(共13层),"精装修
                                ",住宅底商 ,否,服饰鞋包，休闲娱乐，美容美发，百货超市，其他,"
                                    莘建东路434号 ","
                                    莘建东路434号 ",nan,nan,nan,nan,nan,,2019/9/4 10:53:34,https://sh.shop.fang.com/zu/1_55863644.html
nan,60000元/月,押三付三,0平,nan,nan,nan,第1层(共1层),"简装修
                                ",写字楼配套底商 ,否,百货超市，酒店宾馆，家居建材，服饰鞋包，生活服务，美容美发，休闲娱乐，其他,长寿路商铺,"
                                    普陀区长寿路 ",18.00米,12.00米,5.50米,nan,17元/月,"网络,停车位,客梯,货梯,扶梯,中央空调,上水,下水",2019/7/13 13:01:58,https://sh.shop.fang.com/zu/1_55850567.html
nan,3800元/月,半年付,15㎡,nan,nan,nan,第1层(共1层),"简装修
                                ",商业街商铺 ,否,服饰鞋包,"
                                    江川路兰坪路商业街 ","
                                    上海市闵行区兰坪路161号 ",2.80米,5.50米,2.80米,nan,5元/月,,2019/8/15 9:47:21,https://sh.shop.fang.com/zu/1_55858808.html
nan,35000元/月,押一付三,35㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,百货超市,武定路,武定路,4.00米,8.00米,4.00米,nan,nan,网络,2019/8/11 9:53:07,https://sh.shop.fang.com/zu/3_358963862.html
nan,352950元/月,季付,4525㎡,nan,nan,nan,第-1层(共7层),"精装修
                                ",购物中心/百货 ,否,百货超市,"
                                    和平莱茵广场超市出租 ","
                                    沪南公路2651号 ",nan,nan,nan,nan,nan,"停车位,客梯,货梯",2019/8/14 16:57:09,https://sh.shop.fang.com/zu/1_55858714.html
nan,13500元/月,季付,96㎡,nan,nan,nan,第1层(共6层),"精装修
                                ",住宅底商 ,是,其他,"
                                    航北路146号 ","
                                    航北路146号 ",nan,nan,nan,nan,nan,,2019/8/5 10:56:46,https://sh.shop.fang.com/zu/1_55856399.html
nan,13000元/月,季付,46㎡,nan,nan,nan,第1层(共6层),"精装修
                                ",住宅底商 ,否,其他,"
                                    莘建东路434号—2 ","
                                    莘建东路434号 ",nan,nan,nan,nan,nan,,2019/8/5 11:06:30,https://sh.shop.fang.com/zu/1_55856404.html
nan,495000元/月,押三付三,5000.00㎡,nan,nan,nan,第3层(共3层),精装修,商业街商铺,否,"酒店宾馆,服饰鞋包,百货超市,美容美发,家居建材,餐饮美食,生活服务,休闲娱乐",联洋商业街,长柳路109号,50.00米,30.00米,4.80米,客梯0个，货梯0个,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/3 11:08:11,https://sh.shop.fang.com/zu/3_361346362.html
nan,521280元/月,押一付三,543㎡,nan,nan,nan,第1层(共1层),毛坯,临街门面,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",淮海中路商业街,淮海中路陕西南路,39.50米,16.00米,4.80米,nan,50.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/29 16:25:59,https://sh.shop.fang.com/zu/3_360846377.html
nan,23200元/月,押一付三,80㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,休闲娱乐",田林路商铺,徐汇区-田林,8.00米,10.00米,4.00米,nan,nan,"网络,暖气,停车位,扶梯",2019/9/9 10:15:42,https://sh.shop.fang.com/zu/3_361996130.html
nan,43000元/月,押一付三,0.00㎡,nan,nan,nan,第1层(共2层),简装修,商业街商铺,否,餐饮美食,四川北路926号,四川北路926号,9.00米,9.00米,3.50米,客梯0个，货梯0个,nan,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/3 19:25:35,https://sh.shop.fang.com/zu/3_361385852.html
nan,29000元/月,押一付三,0.00㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",新闸路商铺,新闸路商铺,8.00米,15.00米,4.00米,客梯0个，货梯0个,nan,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/5 16:28:18,https://sh.shop.fang.com/zu/3_361588316.html
nan,48100元/月,押一付三,350㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,"百货超市,服饰鞋包,美容美发,餐饮美食,休闲娱乐",吴中路万源路,吴中路/万源路(路口),7.00米,30.00米,4.50米,nan,nan,"网络,暖气,停车位,客梯,货梯,扶梯",2019/9/9 9:16:55,https://sh.shop.fang.com/zu/3_361981599.html
nan,28000元/月,季付,108㎡,nan,nan,nan,第1层(共3层),"精装修
                                ",住宅底商 ,是,休闲娱乐，美容美发，生活服务，百货超市，其他,"
                                    清真路33号 ","
                                    清真路33号 ",nan,nan,nan,nan,nan,,2019/9/4 10:45:51,https://sh.shop.fang.com/zu/1_55863634.html
nan,12000元/月,押一付三,70㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,美容美发,奥赛花园,普洱路88弄,8.00米,8.00米,4.00米,nan,nan,"网络,停车位",2019/8/24 19:02:41,https://sh.shop.fang.com/zu/3_360358646.html
nan,469100元/月,押一付三,0.00㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,百货超市,万航渡路商铺,万航渡路1274号,50.00米,46.00米,5.00米,客梯0个，货梯0个,nan,"货梯,扶梯",2019/9/8 22:37:30,https://sh.shop.fang.com/zu/3_361970268.html
nan,250000元/月,押一付三,800㎡,nan,nan,nan,第1层(共3层),简装修,商业街商铺,否,百货超市,交通配套商铺,静安区-江宁路,5.00米,4.00米,3.00米,nan,nan,"货梯,扶梯",2019/9/9 8:59:50,https://sh.shop.fang.com/zu/3_361978357.html
nan,15000元/月,押三付三,20㎡,nan,nan,nan,第1层(共1层),精装修,写字楼配套底商,否,餐饮美食,长柳路商铺,长柳路丁香路,4.00米,5.00米,5.00米,nan,租金已包含,"上水,下水,可明火,排烟,排污,燃气",2019/9/10 10:01:54,https://sh.shop.fang.com/zu/3_362084524.html
nan,33000元/月,押一付三,300㎡,nan,nan,nan,第1层(共3层),毛坯,住宅底商,否,"美容美发,休闲娱乐",马当路,马当路,6.00米,16.00米,4.00米,nan,租金已包含,"上水,下水,排污",2019/9/6 14:56:51,https://sh.shop.fang.com/zu/3_361707291.html
nan,55500元/月,押一付三,185㎡,nan,nan,nan,第4层(共7层),精装修,购物中心/百货,否,"生活服务,美容美发,休闲娱乐",天钥桥路辛耕路,徐汇区，天钥桥路辛耕路路口,16.00米,11.50米,4.50米,nan,42.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排污,外摆区",2019/8/31 11:59:36,https://sh.shop.fang.com/zu/3_361041989.html
nan,72000元/月,押一付三,300㎡,nan,nan,nan,第1层(共1层),毛坯,临街门面,是,品牌展示,法租界 衡山路 徐家汇 永嘉路 建国西路 美罗城,衡山路,15.00米,20.00米,4.50米,nan,租金已包含,"网络,暖气,停车位,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/30 10:32:49,https://sh.shop.fang.com/zu/3_360919117.html
nan,62000元/月,押一付三,0.00㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",四川北路926号,四川北路926号,30.00米,13.20米,4.60米,客梯0个，货梯0个,nan,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/6 21:42:14,https://sh.shop.fang.com/zu/3_361761863.html
nan,100000元/月,面议,46612.00㎡,nan,nan,nan,第3层(共3层),简装修,住宅底商,是,"百货超市,餐饮美食,休闲娱乐,酒店宾馆,服饰鞋包",汇融天地,曹杨路535号,5.00米,4.00米,3.00米,客梯4个，货梯2个,15.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,燃气",2019/9/10 9:28:07,https://sh.shop.fang.com/zu/3_362079730.html
nan,54000元/月,押一付三,0.00㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",陕西北路527号商铺,陕西北路527号,10.00米,20.00米,4.00米,客梯0个，货梯0个,nan,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/11 8:59:52,https://sh.shop.fang.com/zu/3_362152171.html
nan,68400元/月,押二付三,0.00㎡,nan,nan,nan,第1层(共4层),毛坯,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,休闲娱乐",皋尧御和汇,御北路368弄1-3号,30.00米,20.00米,6.00米,客梯0个，货梯0个,12.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,中央空调,上水,下水",2019/9/5 16:59:17,https://sh.shop.fang.com/zu/3_361591722.html
nan,45000元/月,押一付三,74726.00㎡,nan,nan,nan,第3层(共4层),简装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",黄浦国际商铺,丽园路68弄,20.00米,5.00米,3.40米,客梯0个，货梯0个,nan,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/9 9:11:46,https://sh.shop.fang.com/zu/3_361980479.html
nan,47200元/月,押一付三,150㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,"餐饮美食,休闲娱乐,服饰鞋包,美容美发,百货超市",北京西路/万航渡路,北京西路/万航渡路,12.00米,16.00米,3.20米,nan,nan,"网络,暖气,停车位,客梯,货梯,扶梯",2019/9/4 9:46:52,https://sh.shop.fang.com/zu/3_361417896.html
nan,47606元/月,押二付二,198.36㎡,nan,nan,nan,第1层(共1层),毛坯,写字楼配套底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",虹桥富力中心,淮虹路958弄,12.00米,16.53米,4.50米,nan,30.00元/㎡·月,"网络,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/9/10 11:32:29,https://sh.shop.fang.com/zu/3_362098417.html
nan,10000元/月,押一付三,50㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,"百货超市,服饰鞋包,美容美发,餐饮美食,休闲娱乐",钦州北路柳州路,钦州北路柳州路,6.00米,6.00米,4.00米,nan,nan,"网络,暖气,停车位,客梯,货梯,扶梯",2019/9/11 10:38:23,https://sh.shop.fang.com/zu/3_362179257.html
nan,22000元/月,押一付三,80㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",长宁支路,长宁支路,9.00米,8.00米,4.00米,nan,nan,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/5 16:33:18,https://sh.shop.fang.com/zu/3_361588257.html
nan,36500元/月,押一付三,150㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,"餐饮美食,休闲娱乐,服饰鞋包,美容美发,百货超市",凤冈路宣化路,凤冈路宣化路,8.00米,18.00米,4.00米,nan,nan,"网络,暖气,停车位,客梯,货梯,扶梯",2019/9/4 9:59:47,https://sh.shop.fang.com/zu/3_361421936.html
nan,15840元/月,押二付二,88㎡,nan,nan,nan,第1层(共2层),简装修,商业街商铺,是,nan,万科时一区,申长路兴虹路,8.00米,11.00米,4.50米,nan,30.00元/㎡·月,,2019/8/26 10:51:32,https://sh.shop.fang.com/zu/3_360507853.html
nan,20000元/月,押一付三,50㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",愚园路993,愚园路993号,4.00米,8.00米,4.00米,nan,nan,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/9 15:07:17,https://sh.shop.fang.com/zu/3_362028510.html
nan,40000元/月,押一付三,200㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,百货超市,芳甸路商铺,芳甸路/迎春路,18.00米,19.20米,4.90米,nan,nan,"网络,暖气,停车位,客梯,货梯,扶梯",2019/9/9 8:58:39,https://sh.shop.fang.com/zu/3_361978188.html
nan,40000元/月,押一付三,390㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",罗城路商铺,罗城路石龙路,14.00米,4.00米,4.00米,nan,nan,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/11 10:33:05,https://sh.shop.fang.com/zu/3_362177891.html
nan,43800元/月,押一付三,240㎡,nan,nan,nan,第1层(共1层),简装修,商业街商铺,否,"百货超市,服饰鞋包,美容美发,餐饮美食,休闲娱乐",虹梅路地铁站-2口,虹梅路地铁站-2口,15.00米,16.00米,4.00米,nan,nan,"网络,暖气,停车位,客梯,货梯,扶梯",2019/9/11 10:47:44,https://sh.shop.fang.com/zu/3_362181596.html
