name,lat,lng,province,city,district,adderss,street_id,telephone,detail,uid
必胜客(良乡华冠餐厅),39.740899,116.145589,北京市,北京市,房山区,北京市房山区拱辰街道北关西路14号华冠购物中心1幢1层1311号商铺和负1层商铺,,(010)69380502,1,8f56027661b6a024dbeced75
王婆大虾(长虹店),39.732229,116.142068,北京市,北京市,房山区,北京市房山区西潞南大街甲14号国大写字楼底商1层,cefc0921229a0a3707026fb9,(010)69369228,1,cefc0921229a0a3707026fb9
百年老汤马记卤煮(良乡店二店),39.730203,116.164236,北京市,北京市,房山区,北京市房山区良乡镇东羊庄新村18号大学城购物中心西侧(近地铁站),c95146b6cd0ebb4dad31e57e,13811031057,1,c95146b6cd0ebb4dad31e57e
可能湘菜馆No6,39.731147,116.142836,北京市,北京市,房山区,房山区拱辰街道西潞南大街21号知止广场1一8商铺,,(010)56467948,1,3b0ea691d9323b243586f48d
故事小馆,39.750517,116.144749,北京市,北京市,房山区,北京市房山区政通西路17号文水家园底商,4f9f6f69f1be5f29eee4a57f,(010)81388011,1,4f9f6f69f1be5f29eee4a57f
路边儿炙子烤肉烤串,39.746303,116.148871,北京市,北京市,房山区,北京市房山区拱辰大街50号附近,,15910410518,1,138d660fc0e97150dbeced3f
阿田大虾(良乡店),39.742136,116.154936,北京市,北京市,房山区,北京市房山区拱辰街道良乡镇昊天大街116号,ac666d9bf02972d949fc8d3e,(010)69350766,1,ac666d9bf02972d949fc8d3e
李先生(西潞餐厅拱辰大街西路店),39.736212,116.142743,北京市,北京市,房山区,北京市房山区良乡西潞南大街3号,8ab0dfc41d515268d8ecedf4,"(010)69369117,13051549125",1,8ab0dfc41d515268d8ecedf4
麻辣元素餐厅,39.737498,116.15279,北京市,北京市,房山区,良乡东路1号,1abd5523cdd7b82c4054d770,"(010)57102714,13651279237",1,1abd5523cdd7b82c4054d770
必胜客(良乡餐厅),39.737833,116.149023,北京市,北京市,房山区,北京市房山区拱辰大街98号家乐福1层,231169137e25e7e4724b87f6,(010)52910076,1,231169137e25e7e4724b87f6
南城香(良乡店),39.741368,116.145055,北京市,北京市,房山区,良乡城隍庙街106号良乡二中东门处,5a995473e8aeeb5ac91b95c6,13261688615,1,5a995473e8aeeb5ac91b95c6
百燚虾田餐厅,39.7313,116.142858,北京市,北京市,房山区,西潞南大街21号,65073a684c5d6d393ce23177,(010)69380690,1,65073a684c5d6d393ce23177
杨国福麻辣烫(宝源美食广场店),39.736448,116.148341,北京市,北京市,房山区,良乡镇西门美丫美百货1层,7dc45fb6cb2b59716d20b96c,(010)60357438,1,7dc45fb6cb2b59716d20b96c
沸辣四川火锅(苏庄店),39.735204,116.129241,北京市,北京市,房山区,良乡月华大街28号3幢2层07号,,18511975083,1,8e850bd6c7d8d4a29b68b470
百年义利(拱辰南大街店),39.733254,116.148266,北京市,北京市,房山区,北京市房山区良乡地区罗府家园3号楼1-11室,1e41b445a9a78331c7f02510,(010)52292312,1,1e41b445a9a78331c7f02510
韩园烤肉(西潞南大街店),39.732284,116.142854,北京市,北京市,房山区,良乡西门西潞南大街和南关西路十字路口东南角1号,23ae75de83afcdfb2a02e100,(010)69361690,1,23ae75de83afcdfb2a02e100
必胜客(良乡HS餐厅),39.73474,116.14801,北京市,北京市,房山区,北京市房山区拱辰南大街123号国泰良辰百货1层,,(010)69380698,1,0264ba3553cafe9388fc06ee
一麻一辣香锅餐厅,39.741178,116.145059,北京市,北京市,房山区,北京市房山区良乡秋树街38号华冠购物中心西门对面(良乡二中大门北侧),05dd7d5fc3692818ad080f54,(010)69385973,1,05dd7d5fc3692818ad080f54
绝味鸭脖(拱辰大街店),39.738097,116.148046,北京市,北京市,房山区,北京市房山区良乡镇拱辰大街181号,2c29758fe240ceaad23ce317,,1,2c29758fe240ceaad23ce317
人民公社(昊天大街店),39.742084,116.154907,北京市,北京市,房山区,北京市房山区良乡昊天大街116号,0e906ad91a53bbddb320a821,(010)57402543,1,0e906ad91a53bbddb320a821
茶马小栈,39.735102,116.125913,北京市,北京市,房山区,京周路月华南大街12号(苏园车站过街天桥北边),22473a4b8cf8db365e0d021a,(010)61377690,1,22473a4b8cf8db365e0d021a
Mrlee(瑞城广场餐厅店),39.736372,116.148159,北京市,北京市,房山区,拱辰南大街1号1层110-1-2,7bbb12533a59457f3a13fdeb,(010)60357959,1,7bbb12533a59457f3a13fdeb
阳坊大都燕兰美食(房山店),39.725534,116.129663,北京市,北京市,房山区,北京市房山区西潞街道佳世苑26号底商,930b5347ba5bfec52d4733e3,(010)69375383,1,930b5347ba5bfec52d4733e3
显峰烧烤,39.732499,116.147417,北京市,北京市,房山区,北京市房山区南关西路5号,,"13716628673,13269055565",1,066e6c59fe8d827b4354d730
正新鸡排(北关西路店),39.741911,116.143042,北京市,北京市,房山区,拱辰街道北关西路47号,0fe15e99c17f2f8ca1a934ff,15910245363,1,0fe15e99c17f2f8ca1a934ff
大肚饺no03,39.707148,116.156011,北京市,北京市,房山区,北京市房山区良乡良官大街58号,7ee3b799483dbb5d6d20b973,(010)56130334,1,7ee3b799483dbb5d6d20b973
庆曦园龙虾馆,39.731151,116.142836,北京市,北京市,房山区,"北京市房山区拱辰街道西潞南大街21号1-5,2-5",cb8350ea921a928bc4f50d28,(010)56465280,1,cb8350ea921a928bc4f50d28
王婆大虾(苏庄店),39.735225,116.129864,北京市,北京市,房山区,良乡苏庄大街1号,,(010)59476643,1,ebb99aed7fe1730d22026288
通顺轩(渔儿沟店),39.75415,116.140257,北京市,北京市,房山区,政通路11号(鱼儿沟向内50米后左拐),1e1d2ede7c1971da0d0a70c8,18811182764,1,1e1d2ede7c1971da0d0a70c8
东方威尼斯演艺酒吧,39.72899,116.163057,北京市,北京市,房山区,北京市房山区鸿顺园商业1号楼2层西侧,d458de020de0a937f4231022,,1,d458de020de0a937f4231022
稻香村(苏庄店),39.732017,116.128916,北京市,北京市,房山区,北京市房山区良乡地区苏庄三里8号楼1层6号,,(010)69360020,1,965a7a6859f6d76efbf0cb3a
顺天福饭庄(行宫店),39.753762,116.156643,北京市,北京市,房山区,北京市房山区月华北大街10号,8d96925c02fde75cc1f1cfca,(010)89352628,1,8d96925c02fde75cc1f1cfca
小丽都面包房(苏庄店),39.732503,116.129499,北京市,北京市,房山区,北京市房山区苏庄一里1华冠超市西侧,215c247d3a20109d32870a10,(010)61355531,1,215c247d3a20109d32870a10
大灶台胶东小海鲜,39.732388,116.148181,北京市,北京市,房山区,北京市房山区良乡拱辰南大街91号2号尚品假日酒店外二层,62e31825240a4cf1250bd0ee,18211075964,1,62e31825240a4cf1250bd0ee
阿泰包子,39.756432,116.148764,北京市,北京市,房山区,北京市房山区良乡镇拱辰北大街22号(原永兴楼),,"(010)81314002,13716691419",1,307a996bfa75f5ec72210bbc
老赵正宗牛肉板面,39.73157,116.152468,北京市,北京市,房山区,北京市房山区良乡中国移动(于忠霞手机专卖店),9b540cc50f01ad0ca8059d8d,13716747522,1,9b540cc50f01ad0ca8059d8d
聚德鑫饭店,39.756862,116.144785,北京市,北京市,房山区,北京市房山区鱼儿沟隆曦园b区3号楼东侧50米,95a5ab1a709a1952fa42b28c,(010)89350953,1,95a5ab1a709a1952fa42b28c
尚上签麻辣捞烫(良乡拱辰南大街店),39.73837,116.148754,北京市,北京市,房山区,北京近郊房山区良乡拱辰南大街金花商业大厦家乐福1楼,f9fd606252c404060e0e6b82,(010)52910083,1,f9fd606252c404060e0e6b82
吕记鑫手勺东北菜馆(良乡店),39.727429,116.143617,北京市,北京市,房山区,良乡凯旋大街5号(南关地铁站南侧150米),acd8f631f9107bc8ce04ef53,(010)69366399,1,acd8f631f9107bc8ce04ef53
福宝烧鸽(行宫店),39.752854,116.153472,北京市,北京市,房山区,北京市月华大街,,13930806761,1,6b2d4c2f44652a08d12dd641
邓记臭桂鱼徽菜馆,39.73778,116.163977,北京市,北京市,房山区,良乡东路伟业大酒店旁,,18301257477,1,69345486aadc1e4f28b97ca5
和合谷(华冠店),39.741496,116.145345,北京市,北京市,房山区,房山区北关西路14号,c5ddcc086f8218dfd913189a,(010)69362107,1,c5ddcc086f8218dfd913189a
周黑鸭(家乐福良乡店),39.73834,116.149145,北京市,北京市,房山区,"北京市房山区拱辰街道办事处二街村金花商业大厦地上1层,2层,3层",2b73f36090f8f33cb7265553,,1,2b73f36090f8f33cb7265553
彼岸花酒吧(良坨大街),39.749328,116.137082,北京市,北京市,房山区,北京近郊房山区良坨北路1-14号,3f46ff846016b04a343a71a1,,1,3f46ff846016b04a343a71a1
北京老兵食堂,39.71633,116.113345,北京市,北京市,房山区,炒十路东150米,1698d094e55b032b21f01701,,1,1698d094e55b032b21f01701
潘大姐刀削面,39.747736,116.155507,北京市,北京市,房山区,良乡体育场路33号,9b4d2378f6573b227f29bde6,(010)57723658,1,9b4d2378f6573b227f29bde6
新梅花王蛋糕(梅园红分店),39.735739,116.134533,北京市,北京市,房山区,房山区良乡西潞南里甲1号楼4单元101号,e3e2cd9d8337b8e3c7f50dfa,(010)69381162,1,e3e2cd9d8337b8e3c7f50dfa
小丽都面包房(拱辰店),39.747599,116.14818,北京市,北京市,房山区,北京市房山区良乡拱辰大街3号楼,896a99ac7c6ce4c2bda24001,(010)69373725,1,896a99ac7c6ce4c2bda24001
权味石锅拌饭(良乡华冠店),39.741733,116.14547,北京市,北京市,房山区,良乡北关西路14号华冠购物中心B1层,,(010)69361148,1,db82befa4ff01672e9f85379
老家肉饼(良乡南关东路店),39.732902,116.150408,北京市,北京市,房山区,良乡拱辰南大街42号A座商住楼1号,4b77840a0619217bb11e361c,15811024570,1,4b77840a0619217bb11e361c
茶马小栈(龙达园店),39.753138,116.153921,北京市,北京市,房山区,房山区北京市房山区京周路政通路2号,,13552301949,1,4ed1862aef8a56a07dc87692
咖啡屋(西门店),39.738023,116.142176,北京市,北京市,房山区,北京市房山区良乡西潞东里甲1号楼2层X-04,927058287203052c276e9853,(010)56237137,1,927058287203052c276e9853
小丽都面包(鸿顺园店),39.72908,116.163435,北京市,北京市,房山区,北京市房山区鸿顺园商业1号楼1层华冠超市西侧底商,88183cdf0a34675f0d0a70af,4008963967,1,88183cdf0a34675f0d0a70af
蒲香园羊棒骨,39.706602,116.154909,北京市,北京市,房山区,良乡镇黑小营村六环34出口对面,fcb31fe63f3ff51cc42ba1b9,13552399878,1,fcb31fe63f3ff51cc42ba1b9
武圣羊汤,39.742431,116.148737,北京市,北京市,房山区,拱辰大街78号良乡商场1层,,,1,cb7f26fc3da5c384c91b95fc
朝鲜饭店,39.72893,116.14378,北京市,北京市,房山区,长虹东路甲一号楼东三底商,8b83a43ca9c5be1dbd484265,"13001096527,13161516310",1,8b83a43ca9c5be1dbd484265
麻辣时尚(苏庄店),39.730044,116.129819,北京市,北京市,房山区,房山区良乡苏庄地铁旁共创大厦底商,,(010)56152979,1,a93983e4698d7e0af942b2c9
鲜牛社潮汕鲜牛肉火锅,39.730962,116.14298,北京市,北京市,房山区,北京市房山区西潞南大街21号,f169f49f7525d35552e5c527,"(010)56337333,18511936768",1,f169f49f7525d35552e5c527
柴米油盐粥店(苏庄店),39.729759,116.129819,北京市,北京市,房山区,苏庄北路3号,,13701274161,1,6992973a3f00188d08f5eba8
顺德斋(良梨路),39.723012,116.157458,北京市,北京市,房山区,北京市房山区常舜嘉苑南门十六号路(近常庄清真寺),c031e6d6e2d47397d13ce30f,,1,c031e6d6e2d47397d13ce30f
尚品咖啡,39.732138,116.148107,北京市,北京市,房山区,房山区拱辰南大街91号(与南关西路交口西南角),80237aca65534647c0364455,(010)60354801,1,80237aca65534647c0364455
百万庄园(良乡店),39.749775,116.147642,北京市,北京市,房山区,良乡拱辰北大街1号昊天假日酒店首层,2e00c5ddc18b0505d7851f75,(010)89351799,1,2e00c5ddc18b0505d7851f75
