name,lat,lng,adderss,street_id,telephone,detail,uid
良乡西门(东),39.737157,116.143734,房13路支线;房13路支线区间;房27路;房2路外环;房31路;房35路,,,0,f5ab88d126829f66cc06a4fc
良乡西门(西),39.737205,116.141304,房12路;房18路;房2路外环;房38路;房43路;房48路,,,0,8c5a0e8e824bb277daeced52
常庄路口,39.724506,116.156314,房33路北白;房33路薛庄,,,0,a846c726c635bd76f50e77f3
肖庄村南,39.711497,116.134087,房43路,,,0,75b400fab2ecbe1e2806cee2
良乡大角(南),39.736092,116.148528,房33路北白;房33路薛庄;房38路,,,0,31dc707a6e89bb06f7e73b10
太平庄路口,39.73889,116.131743,房27路,,,0,d018caf5e3b934036c3e1bc2
区政府第二办公区,39.729288,116.139167,房1路内环;房1路外环;房2路内环;房2路外环;房37路;房42路;房42路夜班车;涿州19路,,,0,969d178bea4f4d61626858b6
西潞北大街,39.743792,116.142584,房27路;房36路;房36路支线;房39路;房41路;房47路,,,0,8eea249c96d34368744ff106
固村村口,39.755113,116.129898,房36路;房36路支线;房47路,,,0,9c6547290c19ca50a2d230bf
北京凯捷风公交客运有限责任公司,39.725562,116.119157,北京市房山区良坨北路,7f762d2385dfcfec3a13fda8,,1,7f762d2385dfcfec3a13fda8
阎村车辆段,39.734298,116.113535,房50路,,,0,61a5cdf31668cdccae31e507
良坨路口,39.745909,116.143376,897路;897路区间;房1路内环;房1路外环;房27路;房36路;房36路支线;房39路;房41路;房47路,,,0,698b38c0bdf8bae8b6f42fbf
阎村路口,39.726507,116.102059,房43路,,,0,05afc37b58d387fdaecb66f7
东关新村,39.736915,116.159685,北京市房山区良乡东路,7e313e365d8c5c74ae080ff8,,1,7e313e365d8c5c74ae080ff8
苏园路口,39.734749,116.12609,房12路;房18路;房27路;房2路外环;房38路;房38路区间;房43路;房48路;房49路,,,0,5a3bb0ce45f55246c8213db2
黄辛庄东里,39.76112,116.156477,房33路北白;房33路薛庄;房38路;房38路区间,,,0,61cf6d9f2d71b4e68bfc06da
良乡北关(南),39.747725,116.14853,房13路;房18路;房2路内环;房2路外环;房31路;房33路北白;房33路薛庄;房37路;房38路;房38路区间;房42路,,,0,9292dcafd6a24388871541d7
太平庄明慧嘉园,39.739188,116.125348,房13路支线;房13路支线区间,,,0,e56f90f5384596412fb90882
安庄村,39.757003,116.127692,833路通勤班车;房36路,,,0,5330aa03ddae820f2902e137
良乡西门(北),39.737911,116.142539,房2路内环,,,0,3d7ae4e9f758a79ef8221334
蝶翠苑,39.733882,116.124874,房12路;房18路;房27路;房2路外环;房38路;房38路区间;房43路,,,0,60c510580187b81c5bf6be8c
良乡医院(北),39.742686,116.148598,房13路支线;房13路支线区间;房15路;房2路内环;房31路;房34路;房38路,,,0,0c63f775de75e322b1077da5
良乡工业开发区东门,39.724721,116.141616,房27路;房39路;房43路;房48路;房49路;涿州19路,,,0,09f4dca3ac2fc38d2d473366
建鑫园,39.732321,116.131216,907路;房2路内环;房2路外环;房35路;房36路;房36路支线;房50路,,,0,28b362a165df78a85a10935d
良乡北关(东),39.748735,116.149048,房13路;房13路支线区间;房15路;房18路;房31路;房34路;房42路;房42路夜班车,,,0,aeb9d94751bc85c6a0acc4d4
太平庄东里,39.738166,116.125547,房39路,,,0,3a8408bb7e7d89660c0a7086
良乡医院(南),39.741631,116.148495,房12路;房18路;房28路;房2路内环;房31路;房33路北白;房33路薛庄;房37路;房38路,,,0,2ad850144080598029fc482f
地铁良乡大学城西站,39.729738,116.163245,黄向专线,,,0,3c8ebf708005debcaeb22a8b
良乡北关(西),39.747694,116.148666,房13路支线,,,0,9e68b3595680a5bf4e554703
良园二路东口,39.718063,116.134875,f5路内环;f5路外环,,,0,b0a5f1057af12663ffa77874
良园二路,39.717983,116.131345,f5路内环;f5路外环,,,0,0fafa1834a2c87b214c8f6ff
金鸽园小区,39.74518,116.108397,房50路,,,0,09025ef842910ec745e274f4
西安新村,39.741875,116.117158,房50路,,,0,2f070794943a5e46f8dc85fb
地铁良乡南关站西(南行),39.728577,116.142525,f68路,,,0,0f64e22972700112bca24040
地铁良乡南关站西(北行),39.730641,116.142615,f68路,,,0,6bb2ba5f2277907fa8175a90
地铁良乡南关站西(东行),39.729302,116.143284,f68路,,,0,b2a8183c85ee18222bd7ab11
长虹小区,39.732655,116.146038,房38路区间,,,0,12bbe6b6acd387ed601c6765
地铁良乡南关站西(西行),39.729409,116.141784,f68路,,,0,55aa0ef5a0b1de368f55ecca
阎村路口(临时站),39.726611,116.102035,房49路,,,0,edaffa5ad29564d9c26c1410
朱岗子村,39.740024,116.228203,832路;房42路;房47路;房51路,,,0,08e852c923f9a151c9e33ceb
葫芦垡,39.710103,116.219524,934路;房12路;房34路;黄向专线,,,0,905cc37ecdf4a434bc484276
梨村,39.710882,116.191317,832路;895路;896路;956路,,,0,b4078acea31edcaca3acc48e
长阳一村,39.758908,116.177545,956路;房28路;房2路内环;房2路外环;房33路北白;房33路薛庄;房34路;房35路;房38路;房38路区间;房51路,,,0,26dead0e084d0e0bf23cba0c
碧波园,39.756745,116.186921,956路;房28路;房2路内环;房2路外环;房33路北白;房33路薛庄;房34路;房35路;房38路;房38路区间;房51路;快速直达专线187路,,,0,1ec88c83880a8149f7b916ce
葫芦垡村,39.713015,116.221064,832路,,,0,53e0ded07a3df57a3fe231c6
阎仙垡客运站,39.726785,116.225185,房42路;房47路;房51路,,,0,f1879f0cbc711b8938221c66
闫仙垡村口,39.7334,116.226793,832路,,,0,dfb0fc1a6034ae7cb020a845
保合庄,39.745849,116.21452,房46路;房47路,,,0,730ee508e6db7c17ee74f81a
水碾屯新村,39.740691,116.196098,房1路内环;房1路外环;房46路;快速直达专线93路,,,0,3b41e9459b888c57d92f28aa
良乡开发区,39.713727,116.21121,934路;房12路;房34路,,,0,f4ec03020e5b3447a0046460
阎仙垡村口,39.7337,116.227089,房42路;房47路;房51路,,,0,5bc0368d9c01661d210262b6
燕保阜盛家园,39.72029,116.198078,快速直达专线176路;快速直达专线93路,,,0,f953be33a7c87a73cbe33c44
地铁良乡大学城站,39.729424,116.184191,896路;934路;房1路内环;房1路外环;房34路;黄向专线,,,0,149eaa768bd899da593ac86f
智汇城创业园,39.740517,116.190169,房12路;房1路内环;房1路外环;房46路;房47路,,,0,0e0e12b87d867820f32d830e
地铁广阳城站北,39.756742,116.189846,956路;房28路;房2路内环;房2路外环;房34路;房38路;房38路区间;房51路;快速直达专线187路,,,0,5e09df4fcdd99b3a7ec8764c
地铁广阳城站,39.756317,116.190135,房33路北白;房33路薛庄;房35路;快速直达专线93路,,,0,26f6c060a72ae492fd0eb0ea
长海化工厂,39.750851,116.227603,房42路;房51路,,,0,a194152a0511a34fb5147f8f
梅花庄新村,39.745647,116.170613,956路;房12路;房46路;房47路,,,0,2b28734f5ba7078708ccdd1b
北京中医药大学(良乡),39.719619,116.173134,895路;956路;房1路内环;房1路外环,,,0,31647629b05a963ee5073843
知兴东路,39.72659,116.197459,934路;房34路;快速直达专线176路;快速直达专线93路,,,0,85cb9d7de3c84806028972d4
长阳滨河公园,39.756832,116.195059,房38路;房38路区间;房51路,,,0,d35673ea86f4a0503904b171
中国社会科学院(良乡),39.743297,116.185936,房12路;房1路内环;房1路外环;房46路;房47路,,,0,25552cf17f40cea96d20b9d6
地铁大学城北站,39.737591,116.190005,房46路,,,0,933ea73a141c3bd99122e01b
地铁良乡大学城北站,39.736425,116.190065,房12路;房1路内环;房1路外环;房46路,,,0,a9d0ff7adfd013a4f4eafc36
半岛广场南门,39.758474,116.219571,832路;956路;房38路;房38路区间;专93路,,,0,e0a0a68d3ade9a8fc5effb1c
首都师范大学西门(良乡),39.72027,116.180959,房1路内环;房1路外环,,,0,84f704cd2a4b45e5a1d23036
首都师范大学良乡校区,39.716104,116.183834,895路,,,0,caa89e6ef991698f43ab9ab5
天骄骏园小区,39.757332,116.182621,房2路外环;房33路北白;房33路薛庄;房38路;房38路区间;房51路,,,0,7d8985f4963d1f271ee9997c
北京工商大学(良乡),39.724485,116.173184,895路;房1路内环;房1路外环,,,0,bfc194ccbf7fa3ec902ca3ec
东羊庄,39.729593,116.17161,房1路内环;房1路外环;房34路,,,0,14f471904c8996aff82213bb
天骄俊园小区,39.757326,116.182637,956路;房28路;房2路内环;房34路;房35路,,,0,87d33da6ab3c0dd1d8eced96
西悦雅居,39.758487,116.215897,956路;房38路;房38路区间;房42路夜班车;房51路,,,0,285b74b070215e57dc1e521e
阳光南大街,39.729629,116.173148,895路;房1路外环,,,0,39f51febc97e095989f15dd3
东羊庄新村,39.737275,116.171731,895路;896路;934路;房1路内环;房1路外环,,,0,cbfb78d36748e9692b11d1ca
理工睿府,39.729055,116.179161,896路;房1路内环;房1路外环,,,0,1d552b849f5405058bb9881b
金地朗悦,39.737278,116.195744,房46路,,,0,36ebbb6fd91e416cf23cba53
杨庄子,39.759984,116.226031,832路;房38路;房38路区间;房42路,,,0,5984ab3fff9bd87eae31e590
半岛广场东门,39.761333,116.221417,956路;专93路,,,0,bc6e639394a83c38a2a93406
北京中医药大学良乡校区,39.720523,116.173234,895路,,,0,6ea5e809cd84c10b4054d766
北京工商大学良乡校区,39.725286,116.173247,895路;高校春运专线3线;高校春运专线4线,,,0,83fb04458a45ab0b213bf2b3
水碾屯新村北,39.743129,116.194534,房1路内环;房1路外环;房47路,,,0,d9739f94d6da70c62fb17e8b
张家场村口,39.757214,116.207174,912路;956路;房38路;房38路区间;房51路,,,0,03b1711c7c456e3f96f08c0a
北京理工大学(良乡),39.737342,116.176618,房1路内环;房1路外环,,,0,fcbe4716a23ff2527af796c5
葫芦垡路口北,39.713062,116.22107,房51路,,,0,8185ce11382c63ba71210b05
朱岗子村北,39.746889,116.227815,房47路,,,0,dc3822d660d4afddc91b9555
牛家场,39.749209,116.2096,房47路,,,0,10c689696e27be6bd22dd60d
拱辰街道社会福利中心,39.711021,116.189015,832路;896路;956路,,,0,6e6622b215c7f8f901897259
梨村路口,39.718883,116.197759,房12路,,,0,c873ad08ba4ff3ac4354d792
长阳一村,39.758844,116.177714,956路,,,0,84eee005b8ef5b47715e809b
长阳滨河公园南,39.756839,116.195082,912路;956路,,,0,799a675999d59a3b07026f46
首都师范大学(良乡),39.716076,116.183101,895路;956路,,,0,a2c6990910ec0789b5147f09
金地郎悦,39.737273,116.195793,房1路内环;房1路外环,,,0,f9bc9dd40eceaa1109b93a8b
半岛广场西门,39.758845,116.215838,832路;912路;快速直达专线93路;专93路,,,0,f8f7d5601cf195b2bd484268
葫芦垡东,39.706393,116.220344,房12路,,,0,25067302209a4f4bb15c6a60
葫芦垡路口南,39.708736,116.220669,房51路,,,0,a1be55f5c6af9c6a4afd3fa9
水碾屯西口,39.743142,116.19095,房47路,,,0,921e3f61bb2ba1fb2b201af4
北京理工大学良乡校区,39.73728,116.176895,高校春运专线3线;高校春运专线4线;黄向专线,,,0,2b1ff3eb565b08dd8a36eea5
地铁良乡大学城站东,39.729764,116.189899,房12路;房1路内环;房1路外环,,,0,28043e60626f2c74cd04efeb
学园南街南口,39.716281,116.181297,房1路内环;房1路外环,,,0,6865b02e04ba3fc616c90515
长阳路东口,39.759353,116.226873,房42路;房51路,,,0,6c3687aa574fd2bd1811d53b
辛瓜地路,39.746116,116.195142,快速直达专线93路,,,0,34fe09716ea472f4d0ff2303
保合庄东站,39.746394,116.216436,房46路,,,0,17a6b5b969c9376a6e20b9b4
长阳国际城南,39.759615,116.225173,房38路;房38路区间,,,0,a23cffef6ddfa882a80dd8ea
长阳滨河公园西,39.76109,116.193091,房2路内环,,,0,183268db54b435ca2cb908d8
阎仙垡小学,39.733065,116.231754,房42路,,,0,be7d6d6b182c6bdb593ac86d
阎仙垡水站(临时站),39.730366,116.231605,房42路,,,0,7c2fc3a226f0382bb320a8bf
阎仙垡水站,39.730647,116.231594,房42路,,,0,31f620f457042a3606fef580
大兴一职,39.729326,116.293732,954路;957路;兴22路;兴25路,,,0,a8d9760a8a3d3ac08bdb738a
太福庄,39.718689,116.295091,兴53路,,,0,7ae2d56908c397452fe67b06
前辛庄,39.725118,116.277278,兴25路,,,0,24167cd7878d51b0d6b74eb9
六合庄,39.714906,116.256579,兴25路,,,0,cdfdb3c63f74769828201a4b
郝庄子南,39.759311,116.284586,840路;947路;兴33路,,,0,18c225e788e092dfc056ac74
鹅房,39.757686,116.276097,兴33路,,,0,dea9c8020f6779494afd3f27
前辛庄南站,39.723675,116.277925,兴25路,,,0,c46d8d0eb71fae12f82d6100
芦城西口,39.759014,116.291889,840路;947路;兴33路,,,0,00ad00fbe8e949dbb220a8c1
周村,39.715024,116.29591,兴53路,,,0,18fdf27607d9989488fc06bb
逸仙学院,39.727144,116.28477,兴25路,,,0,05658da8fc94eeebabf72965
周村西口,39.713518,116.296206,兴22路;兴53路,,,0,d81d6458bdeb6544e011038a
太福庄东口,39.71881,116.295065,兴22路,,,0,80754a88171d29560aa8d4ad
大兴一职路口,39.729371,116.293937,兴53路,,,0,3c6aa0680b6b9d9dc1f1cfa4
周村南,39.712232,116.296421,兴53路,,,0,b5ef29b1ed86755d740269c0
前辛庄东,39.725878,116.279706,兴25路,,,0,30c93061bbe2e8c01b94c6be
前辛庄西站,39.722402,116.273366,兴25路,,,0,9d1472ce6d6d88b760180940
南湖公寓,39.726489,116.282041,兴25路,,,0,74b36b2978e65613b7265565
一职路口,39.729316,116.293867,兴25路;兴53路,,,0,c494bd7365d2bc24b1077dfa
芦城,39.757443,116.297189,840路;947路;兴33路,,,0,474493c640b965d2d12dd6f1
海子角,39.725722,116.354947,848路;934路;968路;969路;海子角通勤快车;快速直达专线173路;兴27路,,,0,c28957d296b48a70d13ce300
大兴宋庄,39.730573,116.30121,954路;957路;兴22路;兴25路;兴61路,,,0,e456c4e7a04c9541c356acca
黄村,39.731602,116.352682,366路;366路快车;369路;679路;827路;840路;842路;844路;848路;849路;937路;943路;947路;x105路;凤河营通勤班车;桂村通勤快车;海子角通勤快车;黄向专线;兴11路;兴13路;兴14路;兴15路;兴16路;兴19路;兴21路;兴23路;兴24路;兴26路;兴27路;兴28路;兴29路;兴30路;兴31路;兴31路区间;兴52路;兴54路;兴61路;兴940路,,,0,e2b5105de09498c7b75f1e05
