location,url
"浦东,惠南,申云小区",https://sh.lianjia.com/zufang/SH2316430979025616896.html
"浦东,周浦,万达广场(周浦)",https://sh.lianjia.com/zufang/SH2301458060273008640.html
"浦东,惠南,鑫通公寓",https://sh.lianjia.com/zufang/SH2311360957693575168.html
"浦东,周浦,万达广场(周浦)",https://sh.lianjia.com/zufang/SH2330147077067112448.html
"浦东,惠南,人生港湾南欧城",https://sh.lianjia.com/zufang/SH2238417462276399104.html
"浦东,周浦,万达广场(周浦)",https://sh.lianjia.com/zufang/SH2320191453806206976.html
"青浦,盈浦,万寿新村(青浦)",https://sh.lianjia.com/zufang/SH2313053588081360896.html
"浦东,惠南,听潮民乐苑",https://sh.lianjia.com/zufang/SH2310030481011245056.html
"浦东,惠南,民乐城锦园",https://sh.lianjia.com/zufang/SH2192631368604205056.html
"浦东,周浦,万达广场(周浦)",https://sh.lianjia.com/zufang/SH2336674534138052608.html
"浦东,惠南,龙源星城",https://sh.lianjia.com/zufang/SH2074290021061632000.html
"浦东,川沙,城南居委小区",https://sh.lianjia.com/zufang/SH2336728306961096704.html
"浦东,惠南,鑫通公寓",https://sh.lianjia.com/zufang/SH2214977099763023872.html
"浦东,惠南,彩虹雅苑",https://sh.lianjia.com/zufang/SH2331133659995701248.html
"浦东,惠南,惠南一方新城",https://sh.lianjia.com/zufang/SH2330445352773632000.html
"浦东,惠南,鹏润伊顿公馆",https://sh.lianjia.com/zufang/SH2306393204842299392.html
"浦东,外高桥,上炼一村",https://sh.lianjia.com/zufang/SH2333384672027361280.html
"浦东,惠南,西南新村",https://sh.lianjia.com/zufang/SH2331150367838183424.html
"浦东,惠南,鑫通公寓",https://sh.lianjia.com/zufang/SH2253420576561700864.html
"青浦,朱家角,海上郡",https://sh.lianjia.com/zufang/SH2320839024589414400.html
"浦东,惠南,绿地峰汇",https://sh.lianjia.com/zufang/SH2252777022981931008.html
"浦东,惠南,绿地峰汇",https://sh.lianjia.com/zufang/SH2119440083781156864.html
"浦东,惠南,绿地峰汇",https://sh.lianjia.com/zufang/SH2311390940365340672.html
"青浦,盈浦,万寿新村(青浦)",https://sh.lianjia.com/zufang/SH2315162409230409728.html
"青浦,盈浦,北极星广场",https://sh.lianjia.com/zufang/SH2269593930562027520.html
"浦东,周浦,万达广场(周浦)",https://sh.lianjia.com/zufang/SH2267088893554212864.html
"浦东,惠南,鑫通公寓",https://sh.lianjia.com/zufang/SH2329630987639586816.html
"松江,松江老城,蓝天新村",https://sh.lianjia.com/zufang/SH2340399774919819264.html
"松江,新桥,新乐雅苑",https://sh.lianjia.com/zufang/SH2339709607599153152.html
"闵行,华漕,爱博一村",https://sh.lianjia.com/zufang/SH2340637444032446464.html
"嘉定,南翔,宏立瑞园",https://sh.lianjia.com/zufang/SH2341025023013429248.html
"宝山,高境,景瑞遇道",https://sh.lianjia.com/zufang/SH2340318801884610560.html
"嘉定,南翔,瑞和云庭",https://sh.lianjia.com/zufang/SH2338168896101818368.html
"宝山,顾村,龙湖北城天街",https://sh.lianjia.com/zufang/SH2340596294563151872.html
"松江,松江新城,开元地中海",https://sh.lianjia.com/zufang/SH2341063795470254080.html
"嘉定,嘉定新城,新城金郡",https://sh.lianjia.com/zufang/SH2340527253685288960.html
"宝山,罗店,上置美兰优湖",https://sh.lianjia.com/zufang/SH2339795639384686592.html
"嘉定,南翔,通用国际",https://sh.lianjia.com/zufang/SH2341228187767816192.html
"松江,松江大学城,万达广场(松江)",https://sh.lianjia.com/zufang/SH2340561336742199296.html
"松江,松江老城,玉乐小区",https://sh.lianjia.com/zufang/SH2338997589842083840.html
"松江,新桥,海派青城",https://sh.lianjia.com/zufang/SH2339116640513294336.html
"松江,莘闵别墅,雅鹿新苑(公寓)",https://sh.lianjia.com/zufang/SH2338288582948552704.html
"闵行,华漕,爱博二村",https://sh.lianjia.com/zufang/SH2339010405965774848.html
"松江,泗泾,新凯城香樟苑",https://sh.lianjia.com/zufang/SH2326657833916956672.html
"宝山,通河,通河四村",https://sh.lianjia.com/zufang/SH2317893948964093952.html
"闵行,浦江,永康城玉兰苑",https://sh.lianjia.com/zufang/SH2268869453582172160.html
"嘉定,南翔,南华小区",https://sh.lianjia.com/zufang/SH2263703839364349952.html
"嘉定,南翔,翔和雅苑",https://sh.lianjia.com/zufang/SH2333274746768605184.html
"松江,松江新城,红墅1858(公寓)",https://sh.lianjia.com/zufang/SH2283927338448601088.html
"宝山,淞南,淞南大八村",https://sh.lianjia.com/zufang/SH2267195135341371392.html
"闵行,春申,蔷薇八村",https://sh.lianjia.com/zufang/SH2271650614314541056.html
"闵行,春申,蔷薇新村",https://sh.lianjia.com/zufang/SH2328812429377028096.html
"宝山,淞宝,海江二村",https://sh.lianjia.com/zufang/SH2330994281277562880.html
"闵行,浦江,闵浦新苑五村",https://sh.lianjia.com/zufang/SH2328207483610333184.html
"松江,新桥,海派青城",https://sh.lianjia.com/zufang/SH2148544916299718656.html
"奉贤,海湾,绿地香颂(奉贤)(公寓)",https://sh.lianjia.com/zufang/SH2320935374706450432.html
"奉贤,南桥,金水苑",https://sh.lianjia.com/zufang/SH2302019507322880000.html
"浦东,高东,广盛佳苑",https://sh.lianjia.com/zufang/SH2336632613596839936.html
"奉贤,海湾,海尚墅林苑",https://sh.lianjia.com/zufang/SH2328914628576550912.html
"奉贤,南桥,金水和璟园",https://sh.lianjia.com/zufang/SH2270145597502144512.html
"奉贤,海湾,棕榈滩海景城",https://sh.lianjia.com/zufang/SH2309862582233595904.html
"奉贤,南桥,南方国际广场",https://sh.lianjia.com/zufang/SH2298494284954861568.html
"上海周边,苏州,景德路61号",https://sh.lianjia.com/zufang/SH2080415471945129984.html
"浦东,临港新城,朗诗里程",https://sh.lianjia.com/zufang/SH2257873401060261888.html
"奉贤,南桥,桐南美麓",https://sh.lianjia.com/zufang/SH2335344761621454848.html
"闵行,华漕,爱博二村",https://sh.lianjia.com/zufang/SH2336060328028684288.html
"奉贤,南桥,蓝天苑",https://sh.lianjia.com/zufang/SH2312964609906049024.html
"浦东,泥城镇,美芦苑",https://sh.lianjia.com/zufang/SH2079581925370511360.html
"浦东,惠南,南城苑",https://sh.lianjia.com/zufang/SH2259265026911109120.html
"浦东,泥城镇,碧桂园浦东星作",https://sh.lianjia.com/zufang/SH2237019581971972096.html
"浦东,惠南,甬申金地城",https://sh.lianjia.com/zufang/SH2333806273449443328.html
"浦东,惠南,绿地峰汇",https://sh.lianjia.com/zufang/SH2196824847995109376.html
"金山,张堰,正荣御首府",https://sh.lianjia.com/zufang/SH2237019956799602688.html
"闵行,华漕,爱博二村",https://sh.lianjia.com/zufang/SH2341350352768737280.html
"闵行,华漕,爱博五村",https://sh.lianjia.com/zufang/SH2340368454206627840.html
"嘉定,嘉定老城,李园二村",https://sh.lianjia.com/zufang/SH2339109531654823936.html
"闵行,老闵行,马桥景城馨苑",https://sh.lianjia.com/zufang/SH2338408718494351360.html
"松江,泗泾,塘和家园德悦苑",https://sh.lianjia.com/zufang/SH2333897973853069312.html
"嘉定,江桥,江桥一村",https://sh.lianjia.com/zufang/SH2289909635958194176.html
"松江,松江老城,玉乐小区",https://sh.lianjia.com/zufang/SH2316664660419952640.html
"嘉定,徐行,南新路471弄",https://sh.lianjia.com/zufang/SH2255537534325506048.html
"嘉定,菊园新区,万科悦城",https://sh.lianjia.com/zufang/SH2317383118564368384.html
"浦东,惠南,东原逸墅",https://sh.lianjia.com/zufang/SH2294266106044751872.html
"闵行,浦江,谈中路123号",https://sh.lianjia.com/zufang/SH2077398152100716544.html
"宝山,上大,葑润华庭",https://sh.lianjia.com/zufang/SH2322906104318656512.html
"嘉定,嘉定新城,阳光里(嘉定)",https://sh.lianjia.com/zufang/SH2298487850238484480.html
"浦东,惠南,东方听潮豪园",https://sh.lianjia.com/zufang/SH2328879455235211264.html
"青浦,香花桥,都汇华庭",https://sh.lianjia.com/zufang/SH2314413972129841152.html
"浦东,惠南,东城花苑一村",https://sh.lianjia.com/zufang/SH2299777825630601216.html
"浦东,祝桥,东港花苑三村",https://sh.lianjia.com/zufang/SH2335206664892063744.html
"浦东,惠南,江南清漪园",https://sh.lianjia.com/zufang/SH2307910807066771456.html
"浦东,惠南,惠南一方新城",https://sh.lianjia.com/zufang/SH2217919273048227840.html
"浦东,书院镇,东方颐城",https://sh.lianjia.com/zufang/SH2300599151437815808.html
"浦东,新场,丝庐雅苑(公寓)",https://sh.lianjia.com/zufang/SH2321749889618280448.html
"浦东,川沙,心圆西苑",https://sh.lianjia.com/zufang/SH2330431680156286976.html
"浦东,惠南,江南清漪园",https://sh.lianjia.com/zufang/SH2293228884730593280.html
"浦东,外高桥,潼港二村",https://sh.lianjia.com/zufang/SH2302895324731555840.html
"浦东,康桥,海尚乐苑",https://sh.lianjia.com/zufang/SH2337400385481736192.html
"浦东,惠南,泰燕华庭",https://sh.lianjia.com/zufang/SH2325984966624165888.html
"浦东,惠南,布鲁斯小镇(一期)(别墅)",https://sh.lianjia.com/zufang/SH2332423297553408000.html
"浦东,惠南,彩虹雅苑",https://sh.lianjia.com/zufang/SH2315040673180688384.html
"浦东,惠南,惠南一方新城",https://sh.lianjia.com/zufang/SH2294218508973637632.html
"浦东,惠南,布鲁斯小镇(绿地·皇家官邸)",https://sh.lianjia.com/zufang/SH2321070679900307456.html
"浦东,惠南,泰燕华庭",https://sh.lianjia.com/zufang/SH2245519062136799232.html
"青浦,盈浦,盈中新村",https://sh.lianjia.com/zufang/SH2232641565200236544.html
"浦东,惠南,华汇公寓",https://sh.lianjia.com/zufang/SH2123776356666834944.html
"青浦,盈浦,东渡青筑",https://sh.lianjia.com/zufang/SH2337543062508535808.html
"浦东,周浦,公元新村北区",https://sh.lianjia.com/zufang/SH2315683502152228864.html
"青浦,香花桥,都汇华庭",https://sh.lianjia.com/zufang/SH2298494904008966144.html
"浦东,惠南,桃源二村",https://sh.lianjia.com/zufang/SH2314350492823584768.html
"浦东,川沙,思凡馨苑",https://sh.lianjia.com/zufang/SH2339121576806449152.html
"浦东,惠南,鹏润伊顿公馆",https://sh.lianjia.com/zufang/SH2323744450754920448.html
"青浦,夏阳,梦丹苑",https://sh.lianjia.com/zufang/SH2337002964566687744.html
"嘉定,江桥,恒嘉花园",https://sh.lianjia.com/zufang/SH2339151172201349120.html
"嘉定,外冈,外冈新苑",https://sh.lianjia.com/zufang/SH2176708418780536832.html
"闵行,浦江,浦江馨都",https://sh.lianjia.com/zufang/SH2301185115948326912.html
"松江,泗泾,新凯城钟秀苑",https://sh.lianjia.com/zufang/SH2335363370766835712.html
"闵行,颛桥,都市富苑",https://sh.lianjia.com/zufang/SH2334492561265401856.html
"闵行,吴泾,氯碱小区",https://sh.lianjia.com/zufang/SH2300563996627451904.html
"闵行,吴泾,永德小区",https://sh.lianjia.com/zufang/SH2340606974309441536.html
"闵行,吴泾,永德小区",https://sh.lianjia.com/zufang/SH2340362339289153536.html
"嘉定,嘉定新城,保利家园",https://sh.lianjia.com/zufang/SH2323652994543132672.html
"闵行,吴泾,双柏小区",https://sh.lianjia.com/zufang/SH2324373223883948032.html
"嘉定,徐行,天居玲珑湾(公寓)",https://sh.lianjia.com/zufang/SH2323144475499053056.html
"宝山,上大,祁连二村",https://sh.lianjia.com/zufang/SH2308478495166308352.html
"嘉定,徐行,佳兆业城市广场",https://sh.lianjia.com/zufang/SH2174531496067465216.html
"嘉定,菊园新区,嘉宁坊",https://sh.lianjia.com/zufang/SH2306360157686202368.html
"嘉定,马陆,叶城东路350弄",https://sh.lianjia.com/zufang/SH2104749384360001536.html
"嘉定,嘉定新城,马陆清水湾",https://sh.lianjia.com/zufang/SH2280833989705211904.html
"松江,松江大学城,保利西子湾",https://sh.lianjia.com/zufang/SH2336293572921802752.html
"嘉定,嘉定老城,塔城路685弄",https://sh.lianjia.com/zufang/SH2327397531262664704.html
"闵行,华漕,爱博一村",https://sh.lianjia.com/zufang/SH2334481405121404928.html
"松江,佘山,佘北家园竹青苑",https://sh.lianjia.com/zufang/SH2314249053195739136.html
"嘉定,嘉定老城,嘉福汇",https://sh.lianjia.com/zufang/SH2298469515686068224.html
"松江,泗泾,新凯城银杏苑",https://sh.lianjia.com/zufang/SH2313751269095260160.html
"闵行,华漕,爱博二村",https://sh.lianjia.com/zufang/SH2310015649516634112.html
"闵行,华漕,爱博二村",https://sh.lianjia.com/zufang/SH2238116539217739776.html
"嘉定,菊园新区,柳梁路55弄",https://sh.lianjia.com/zufang/SH2336076451696353280.html
"宝山,上大,葑润华庭",https://sh.lianjia.com/zufang/SH2331240863973244928.html
"松江,松江新城,天乐新村",https://sh.lianjia.com/zufang/SH2329644653521149952.html
"浦东,川沙,心圆西苑",https://sh.lianjia.com/zufang/SH2336697427069255680.html
"青浦,盈浦,盈中新村",https://sh.lianjia.com/zufang/SH2305817815447511040.html
"嘉定,嘉定新城,龙湖郦城",https://sh.lianjia.com/zufang/SH2318720648555806720.html
"宝山,顾村,菊华苑",https://sh.lianjia.com/zufang/SH2325360477137272832.html
"浦东,惠南,民乐城惠园",https://sh.lianjia.com/zufang/SH2304097010292367360.html
"闵行,浦江,望佳二村",https://sh.lianjia.com/zufang/SH2333199032342036480.html
"青浦,盈浦,城中西路27号",https://sh.lianjia.com/zufang/SH2294638906462699520.html
"闵行,吴泾,万乐城(商业类)",https://sh.lianjia.com/zufang/SH2330971804438904832.html
"闵行,吴泾,万乐城(商业类)",https://sh.lianjia.com/zufang/SH2311454637624139776.html
"浦东,书院镇,丽泽荷亭苑",https://sh.lianjia.com/zufang/SH2289843720549572608.html
"闵行,吴泾,氯碱小区",https://sh.lianjia.com/zufang/SH2330284670857781248.html
"青浦,夏阳,城东新村一村",https://sh.lianjia.com/zufang/SH2302007134956822528.html
"浦东,惠南,水岸家园",https://sh.lianjia.com/zufang/SH2326572259470483456.html
"浦东,惠南,红光花苑",https://sh.lianjia.com/zufang/SH2118734701757218816.html
"浦东,惠南,民乐城朗苑",https://sh.lianjia.com/zufang/SH2311300773180882944.html
"浦东,惠南,康敏苑",https://sh.lianjia.com/zufang/SH2294802185768681472.html
"浦东,川沙,绿都绣云里",https://sh.lianjia.com/zufang/SH2167785963416461312.html
"浦东,惠南,绿地峰汇",https://sh.lianjia.com/zufang/SH2332393662907940864.html
"浦东,书院镇,新舒苑",https://sh.lianjia.com/zufang/SH2336879055103860736.html
"闵行,浦江,金硕河畔景园西区",https://sh.lianjia.com/zufang/SH2321619175745003520.html
"浦东,惠南,长城珑湾",https://sh.lianjia.com/zufang/SH2298448525518192640.html
"闵行,华漕,爱博四村",https://sh.lianjia.com/zufang/SH2325129017650855936.html
"浦东,惠南,丽水雅苑",https://sh.lianjia.com/zufang/SH2333912503140499456.html
"闵行,华漕,爱博七村",https://sh.lianjia.com/zufang/SH2327370840397578240.html
"闵行,华漕,爱博四村",https://sh.lianjia.com/zufang/SH2320290600005402624.html
"浦东,惠南,十字街大楼",https://sh.lianjia.com/zufang/SH2326709827516243968.html
"浦东,惠南,绿地峰汇",https://sh.lianjia.com/zufang/SH2302823185411735552.html
"闵行,吴泾,万乐城(商业类)",https://sh.lianjia.com/zufang/SH2331253665056432128.html
"浦东,惠南,民乐城惠益绿苑",https://sh.lianjia.com/zufang/SH2310788267324211200.html
"浦东,惠南,绿地峰汇",https://sh.lianjia.com/zufang/SH2296430681690996736.html
"浦东,惠南,听潮六村",https://sh.lianjia.com/zufang/SH2217920728043356160.html
"浦东,惠南,禹洲商业广场",https://sh.lianjia.com/zufang/SH2211601501187743744.html
"浦东,惠南,民乐城康苑",https://sh.lianjia.com/zufang/SH2260804478800232448.html
"浦东,惠南,听潮民乐苑",https://sh.lianjia.com/zufang/SH2270987529169936384.html
"奉贤,南桥,解放新村",https://sh.lianjia.com/zufang/SH2289570902809526272.html
"闵行,吴泾,龙吴路5599弄",https://sh.lianjia.com/zufang/SH2325798420155482112.html
"奉贤,海湾,佳源梦想广场",https://sh.lianjia.com/zufang/SH2162288658537775104.html
"奉贤,海湾,绿地香颂(奉贤)(公寓)",https://sh.lianjia.com/zufang/SH2331669646757347328.html
"奉贤,南桥,金水和璟园",https://sh.lianjia.com/zufang/SH2298493168364027904.html
"奉贤,海湾,绿地香颂(奉贤)(公寓)",https://sh.lianjia.com/zufang/SH2311358345623650304.html
"奉贤,海湾,棕榈滩海景城",https://sh.lianjia.com/zufang/SH2328047810635120640.html
"奉贤,南桥,南奉公路9708弄",https://sh.lianjia.com/zufang/SH2114971478775832576.html
"奉贤,南桥,金水苑",https://sh.lianjia.com/zufang/SH2311335652358094848.html
"奉贤,海湾,绿地香颂(奉贤)(公寓)",https://sh.lianjia.com/zufang/SH2297785692979470336.html
"奉贤,海湾,佳源梦想广场",https://sh.lianjia.com/zufang/SH2322884320320569344.html
"闵行,华漕,爱博三村",https://sh.lianjia.com/zufang/SH2324654508648431616.html
"浦东,惠南,华钜御庭(一期)",https://sh.lianjia.com/zufang/SH2283346290945564672.html
"闵行,浦江,金硕河畔景园西区",https://sh.lianjia.com/zufang/SH2306484217020170240.html
"青浦,朱家角,泖溪苑",https://sh.lianjia.com/zufang/SH2255754660743233536.html
"浦东,惠南,碧桂园浦东南郡",https://sh.lianjia.com/zufang/SH2237019799043710976.html
"闵行,吴泾,万乐城(商业类)",https://sh.lianjia.com/zufang/SH2315953733046894592.html
"浦东,泥城镇,美芦苑",https://sh.lianjia.com/zufang/SH2237019829586632704.html
"青浦,盈浦,东渡悦来城",https://sh.lianjia.com/zufang/SH2303394795840094208.html
"浦东,惠南,东城花苑一村",https://sh.lianjia.com/zufang/SH2322910469071323136.html
"青浦,朱家角,中骏雍景湾",https://sh.lianjia.com/zufang/SH2260184048158638080.html
"浦东,川沙,绿都绣云里",https://sh.lianjia.com/zufang/SH2167356491483856896.html
"浦东,万祥镇,凯德新视界(二期)",https://sh.lianjia.com/zufang/SH2126545645639565312.html
"浦东,惠南,禹洲商业广场",https://sh.lianjia.com/zufang/SH2237020605616758784.html
"浦东,惠南,东方城市豪庭",https://sh.lianjia.com/zufang/SH2204857387729829888.html
"金山,亭林,新华御湖上园",https://sh.lianjia.com/zufang/SH2155689558224666624.html
"金山,枫泾,碧桂园玫瑰公馆",https://sh.lianjia.com/zufang/SH2306339654368239616.html
"金山,枫泾,碧桂园玫瑰公馆",https://sh.lianjia.com/zufang/SH2298472584373092352.html
"嘉定,新成路,新成三坊四坊",https://sh.lianjia.com/zufang/SH2340550279197900800.html
"嘉定,嘉定新城,新城金郡",https://sh.lianjia.com/zufang/SH2339847178354434048.html
"嘉定,嘉定老城,李园二村",https://sh.lianjia.com/zufang/SH2322199825678352384.html
"松江,松江新城,湖畔尚品",https://sh.lianjia.com/zufang/SH2340312983873527808.html
"松江,松江新城,檀香花苑(公寓)",https://sh.lianjia.com/zufang/SH2271513271352180736.html
"奉贤,南桥,金海苑",https://sh.lianjia.com/zufang/SH2313032451431612416.html
"松江,小昆山,佘山院子东园",https://sh.lianjia.com/zufang/SH2259378883986202624.html
"奉贤,奉贤金汇,万科金域华府",https://sh.lianjia.com/zufang/SH2323085898335657984.html
"奉贤,南桥,金水苑",https://sh.lianjia.com/zufang/SH2054836396476071936.html
"宝山,罗店,美罗家园宝欣苑二村",https://sh.lianjia.com/zufang/SH2308685368104321024.html
"嘉定,徐行,中茂世纪财富广场",https://sh.lianjia.com/zufang/SH2328925700843126784.html
"奉贤,海湾,绿地香颂(奉贤)(公寓)",https://sh.lianjia.com/zufang/SH2298495330251186176.html
"松江,松江大学城,龙湖新壹城",https://sh.lianjia.com/zufang/SH2312284297698492416.html
"松江,松江新城,湖畔尚品",https://sh.lianjia.com/zufang/SH2322299755817861120.html
"嘉定,嘉定老城,塔城小区",https://sh.lianjia.com/zufang/SH2292766097146904576.html
"宝山,上大,绿地领海(商业类)",https://sh.lianjia.com/zufang/SH2310917054720917504.html
