cenggao,floor,function_list,jianzhumianji,jinshen,location,loupandizhi,loupanmingcheng,miankuan,release_date,service_price,shangpu_type,shifoufenge,shihejingying,titile,total_price,url,zhuangxiu
7.00米,第1层(共1层),,43㎡,10.00米,"龙岗,布吉",布吉镇政府东北侧,布吉中心花园商铺,4.00米,2019/8/31 14:40:52,5.00元/㎡·月,住宅底商,是,百货超市,布吉小东门 离地铁口10米 租客百果园 租金2.6万,12万,https://sz.shop.fang.com/shou/3_221336493.html,简装修
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",136㎡,15.00米,"南山,西丽",南山区留仙洞战略型新兴产业总部基地石鼓路与打石一路交汇处,万科云城商铺,9.00米,2019/7/29 18:30:34,4.60元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",万科云城铺王 带 单价仅18.8万/平 清盘特价,18.8万,https://sz.shop.fang.com/shou/3_220377369.html,精装修
,第6层(共46层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2㎡,3.00米,"南山,西丽",6.00米,南山,6.00米,2019/9/1 12:56:09,6.00元/㎡·月,购物中心/百货,否,京基御景峯,南山大学城均价7.5万不限-购-不-限-贷带一线豪-装,12万,https://sz.shop.fang.com/shou/3_221356540.html,精装修
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",55㎡,11.00米,"宝安,宝安中心区",前海卓越时代广场,前海卓越时代广场餐饮街铺,5.00米,2019/6/19 20:17:49,11.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",一个圣淘沙，一个华侨城欢乐港湾，特价餐饮街铺1188万,26万,https://sz.shop.fang.com/shou/3_219173995.html,毛坯
5.09米,第1层(共1层),"网络,停车位,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",60㎡,9.00米,"宝安,福永",福永街道107国道东侧,碧桂园领寓,4.00米,2019/8/18 14:58:22,5.00元/㎡·月,住宅底商,是,百货超市,60平原价375万现特价288万全功能餐饮铺有未来,5.49万,https://sz.shop.fang.com/shou/3_220979749.html,简装修
5.00米,第1层(共33层),"客梯,货梯",3㎡,7.00米,"龙华区,观澜",龙华,龙华佳兆业 E立方,6.00米,2019/9/1 12:53:14,2.35元/㎡·月,住宅底商,是,生活服务,龙华4号线延长线精装一手公-寓首付5万起 分期6个月,11.5万,https://sz.shop.fang.com/shou/3_221356474.html,精装修
,第1层(共1层),,4㎡,3.00米,"龙华区,龙华",5.00米,龙华区和平路与布龙路及民塘路交汇处,5.00米,2019/8/18 11:04:29,5.00元/㎡·月,其他,否,特发和平里商铺,贸易战下如何保护好自己的资产？来做肯德基的房东吧,11.11万,https://sz.shop.fang.com/shou/3_220971990.html,毛坯
7.00米,第1层(共4层),"暖气,上水",45㎡,8.00米,"南山,蛇口",蛇口自贸区招商局展示中心,太子湾,6.00米,2019/8/17 14:46:47,5.00元/㎡·月,住宅底商,是,百货超市,一个深圳，一个蛇口，一个邮轮，太子湾邮轮商业街1350万,35万,https://sz.shop.fang.com/shou/3_220951863.html,简装修
5.10米,第1层(共2层),,4㎡,6.00米,"宝安区,沙井",沙井中心路,博林君瑞,5.00米,2019/6/21 19:18:26,9.40元/㎡·月,其他,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其它",沙井国际会展中心+海岸城双引擎 社会人流 24营业,12万,https://sz.shop.fang.com/shou/3_219248565.html,毛坯
,第1层(共2层),,19㎡,3.00米,"龙岗,龙岗中心城",3.50米,中心城长兴路与回龙路交界处（盛平派出所北300米）,12.00米,2019/9/3 15:21:16,0.00元/㎡·月,商业街商铺,否,阅山华府商铺,阅山华府龙岗超低单价正街铺 2万5起 现铺带租约,47.5万,https://sz.shop.fang.com/shou/3_221412038.html,简装修
,第1层(共3层),,30㎡,5.40米,"龙华新区,龙华",5.00米,玉龙路1号,6.00米,2019/7/26 9:15:23,0.00元/㎡·月,其他,否,莱蒙水榭山,黄江商业中心 超30万人流量 带5年租约 莱蒙国际运营,3万,https://sz.shop.fang.com/shou/3_220266136.html,简装修
9.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",182.14㎡,6.00米,"龙华区,龙华",龙华新区民治街道民塘路与简上路交汇处,中海锦城商铺,24.00米,2019/8/2 11:57:26,4.00元/㎡·月,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",中海锦城 清盘价低至6.2万/平 带5厘品牌租约,20万,https://sz.shop.fang.com/shou/3_220485447.html,精装修
,第1层(共38层),客梯,1.2㎡,8.00米,"南山,前海",8.00米,太子湾,8.00米,2019/9/1 12:49:08,6.00元/㎡·月,住宅底商,是,太子湾,前海蛇口自贸区招商太子湾 湾玺-商-铺，公-寓,11万,https://sz.shop.fang.com/shou/3_221356396.html,精装修
,第90层(共90层),,10㎡,1.00米,"光明区,光明",1.00米,光明新区公明街道南环大道与松白路交汇处东南侧,1.00米,2019/6/6 18:07:12,1.00元/㎡·月,其他,否,益田假日府邸商铺,"光明中,心区.益日假日广场无缝接地铁口,商家进驻!",5.4万,https://sz.shop.fang.com/shou/3_218673568.html,毛坯
,第1层(共2层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",187㎡,5.10米,"福田,福田中心区",20.00米,中心区益田路与福华路交汇处,14.00米,2019/7/10 15:49:25,16.00元/㎡·月,其他,否,卓越时代广场商铺,前海欢乐海岸时代转角铺，一铺在手，天下你有！,25万,https://sz.shop.fang.com/shou/3_219799933.html,毛坯
7.00米,第1层(共7层),"暖气,上水",47㎡,8.00米,"南山,蛇口",蛇口,蛇口太子湾,6.00米,2019/7/22 15:28:50,5.00元/㎡·月,住宅底商,是,百货超市,（区总推荐太子驾到）深圳一线滨海商业太子湾震撼特价1200万,20万,https://sz.shop.fang.com/shou/3_220154322.html,简装修
7.00米,第1层(共7层),"暖气,上水",78㎡,8.00米,"龙华区,龙华",龙华东环一路壹城中心第五区,鸿荣源壹城中心商铺,6.00米,2019/7/22 18:34:20,5.00元/㎡·月,住宅底商,是,百货超市,4.5倍万象城，品牌租客，70年产权，租抵供,13万,https://sz.shop.fang.com/shou/3_220160544.html,简装修
6.00米,第1层(共2层),,3㎡,8.00米,"南山,西丽",创科路与打石二路交汇处,云街,5.00米,2019/6/24 15:56:21,12.00元/㎡·月,其他,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其它",南山总部基地 2500家公司先进驻 万科开发一手原始股,24万,https://sz.shop.fang.com/shou/3_219330697.html,毛坯
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",142㎡,14.00米,"南山,西丽",创科路与打石二路交汇处,万科云街,10.00米,2019/7/30 18:13:48,12.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",内部清盘价18.8万/平 带品牌5厘 中国硅谷总部基地 西丽高铁站,18.8万,https://sz.shop.fang.com/shou/3_220405676.html,精装修
6.20米,第1层(共1层),"暖气,停车位,上水,下水,可明火,排烟,排污",72㎡,10.00米,"龙华区,龙华",龙华东环一路壹城中心第五区,鸿荣源壹城中心商铺,7.00米,2019/9/4 10:15:53,5.00元/㎡·月,住宅底商,是,百货超市,《综合体 内部出售：统一运营管理 带稳定租约》,15万,https://sz.shop.fang.com/shou/3_221428432.html,简装修
,第1层(共2层),,66㎡,5.60米,"罗湖区,蔡屋围",5.00米,深南大道与人民南路交汇处,10.00米,2019/9/1 15:00:58,0.00元/㎡·月,商业街商铺,否,汇金天琅大厦,东门双地铁口二楼一手出售17万一平带华为租约6万月售,21万,https://sz.shop.fang.com/shou/3_221359505.html,简装修
7.00米,第1层(共1层),客梯,1.2㎡,8.00米,"宝安,宝安中心区",宝安中心区,碧桂圆 领寓,6.00米,2019/9/1 13:00:00,5.00元/㎡·月,住宅底商,是,餐饮美食,碧桂园领-寓抵-工程款仅7套总价300多万低于市场价100万,13万,https://sz.shop.fang.com/shou/3_221356612.html,毛坯
3.00米,第2层(共4层),,14㎡,1.00米,"罗湖,东门",深圳市罗湖区东门中路与二横街交汇点处,旺角购物广场,1.00米,2019/8/28 10:11:53,1.00元/㎡·月,住宅底商,是,服饰鞋包,旺角购物广场真正的“铺王”，高,29万,https://sz.shop.fang.com/shou/3_221246176.html,精装修
,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",88㎡,5.00米,"宝安,宝安中心区",8.00米,前海卓越时代广场,11.00米,2019/6/19 21:57:52,11.00元/㎡·月,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",前海卓越时代广场餐饮街铺,一个圣淘沙，一个华侨城欢乐港湾，特价餐饮街铺1188万,25.8万,https://sz.shop.fang.com/shou/3_219177549.html,商业街商铺
,第1层(共2层),"网络,停车位,下水,排烟,外摆区",4㎡,5.10米,"宝安区,沙井",5.00米,沙井中心路,6.00米,2019/7/10 15:48:26,9.40元/㎡·月,其他,否,博林君瑞,沙井国际会展中心+海岸城双引擎 社会人流 24营业,12万,https://sz.shop.fang.com/shou/3_219799882.html,毛坯
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",67㎡,12.00米,"南山,西丽",创科路与打石二路交汇处,万科云街,5.60米,2019/7/30 18:27:13,12.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",西丽高铁站 中国硅谷 万科云街抄底价位 低于成本价出售,17.8万,https://sz.shop.fang.com/shou/3_220405955.html,精装修
3.00米,第1层(共1层),,4㎡,4.00米,"光明新区,公明",松白路,中粮云景国际,5.00米,2019/6/24 15:55:04,5.00元/㎡·月,其他,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其它",深圳会展 凤凰荟餐饮铺门面8米68平总价310万首付五成,9万,https://sz.shop.fang.com/shou/3_219330647.html,毛坯
,第1层(共3层),"下水,可明火,排烟,排污,外摆区",14㎡,3.00米,"南山,后海",6.94米,科苑大道西，招商路与工业八路之间,6.94米,2019/7/8 11:10:01,6.00元/㎡·月,其他,否,卓越维港商铺,临深一手现铺！多功能餐饮临街铺！近高铁高速,40万,https://sz.shop.fang.com/shou/3_219732764.html,简装修
,第90层(共90层),,10㎡,1.00米,"宝安区,福永",1.00米,深圳宝安福永宝安区福永街道107国道与兴益路交汇处前,1.00米,2019/6/6 17:59:09,1.00元/㎡·月,其他,否,碧桂园领寓,惊天笋铺 清盘住宅价买街铺 碧桂园项目,5.08万,https://sz.shop.fang.com/shou/3_218673253.html,毛坯
,第1层(共2层),,81㎡,5.50米,"龙华区,龙华",5.00米,龙华新区民治街道民塘路与简上路交汇处,12.00米,2019/9/4 15:22:48,0.00元/㎡·月,住宅底商,否,中海锦城商铺,中海锦城，品牌租客，大门面，广告展示位醒目，可分两,21万,https://sz.shop.fang.com/shou/3_221438726.html,简装修
3.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",1.1㎡,4.00米,"宝安,宝安中心区",宝安中心区,国际湾区商业资产 前海欢乐海岸大门口临街旺铺在售,5.00米,2019/8/22 11:22:37,20.00元/㎡·月,住宅底商,是,"生活服务,餐饮美食,服饰鞋包,休闲娱乐,美容美发",国际湾区商业资产 前海欢乐海岸大门口临街在售,18万,https://sz.shop.fang.com/shou/3_221086487.html,毛坯
6.00米,第1层(共2层),,3㎡,8.00米,"南山,西丽",创科路与打石二路交汇处,云街,5.00米,2019/6/19 17:21:51,12.00元/㎡·月,其他,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其它",南山总部基地 2500家公司先进驻 万科开发一手原始股,24万,https://sz.shop.fang.com/shou/3_219168168.html,毛坯
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",99㎡,11.00米,"宝安,宝安中心区",前海卓越时代广场,前海卓越时代广场餐饮街铺,9.00米,2019/6/19 21:40:27,11.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",一个圣淘沙，一个华侨城欢乐港湾，特价餐饮街铺1188万,26万,https://sz.shop.fang.com/shou/3_219176812.html,毛坯
,第1层(共2层),,3㎡,3.00米,"光明新区,光明新区",5.00米,松白路,4.00米,2019/8/2 20:07:48,1.00元/㎡·月,其他,否,中粮云景国际,光明双地铁口中粮云景国际 开发商一手二楼 单价2万起,11万,https://sz.shop.fang.com/shou/3_220502017.html,毛坯
4.00米,10㎡,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",12㎡,3.00米,"罗湖,东门",爵士大厦商铺,爵士大厦商铺,3.00米,2019/8/31 17:20:05,15.00元/㎡·月,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",独立红本 总价48万 租给快餐店 租金2500,48万,https://sz.shop.fang.com/shou/3_221340745.html,精装修
5.90米,第2层(共6层),,3㎡,4.00米,"南山,西丽",创科路与打石二路交汇处,云街,5.00米,2019/6/19 17:22:28,5.00元/㎡·月,其他,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其它",贸易战下如何保护好自己的资产？来做肯德基的房东吧,27万,https://sz.shop.fang.com/shou/3_219168192.html,毛坯
3.00米,第1层(共1层),"客梯,货梯,扶梯",30㎡,4.00米,"南山,蛇口",蛇口自贸区太子湾招商局蛇口展示中心,太子湾商务广场,5.00米,2019/8/20 12:16:01,0.00元/㎡·月,商业街商铺,否,百货超市,蛇口太子湾原始股 双地铁无缝连接 香港兰桂坊招商,25万,https://sz.shop.fang.com/shou/3_221030556.html,简装修
,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",88㎡,7.00米,"宝安,宝安中心区",6.00米,前海卓越时代广场,8.00米,2019/8/21 22:30:50,11.00元/㎡·月,商业街商铺,否,前海卓越时代广场餐饮街铺,一个圣淘沙，一个华侨城欢乐港湾，特价餐饮街铺1188万,26万,https://sz.shop.fang.com/shou/3_221077375.html,毛坯
3.00米,第1层(共1层),"客梯,货梯,扶梯",96㎡,4.00米,"宝安,中心区",甲岸南路与金科路交汇处,易尚中心,5.00米,2019/8/6 11:26:19,0.00元/㎡·月,商业街商铺,否,百货超市,欢乐海岸旁临街云集500强总部高薪群,8.8万,https://sz.shop.fang.com/shou/3_220602293.html,简装修
,第4层(共47层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2㎡,5.00米,"罗湖,人民南",6.00米,春风路,6.00米,2019/9/1 12:17:59,5.00元/㎡·月,购物中心/百货,否,阳光城天悦,月租抵月供，罗湖3口岸3地铁物业阳光城天悦商务公-寓，总价230万,12万,https://sz.shop.fang.com/shou/3_221355690.html,毛坯
,第1层(共1层),,10㎡,5.00米,"宝安区,福永",4.00米,深圳宝安福永宝安区福永街道107国道与兴益路交汇处前,12.00米,2019/9/3 17:05:55,0.00元/㎡·月,其他,否,碧桂园领寓,福永碧桂园 均价5.6万/平的，还不动心吗,5.6万,https://sz.shop.fang.com/shou/3_221415361.html,毛坯
7.00米,第5层(共7层),"暖气,上水",47㎡,8.00米,"南山,蛇口",蛇口,蛇口太子湾,6.00米,2019/9/4 12:15:30,5.00元/㎡·月,住宅底商,是,百货超市,（区总推荐太子驾到）深圳一线滨海商业太子湾震撼特价1200万,20万,https://sz.shop.fang.com/shou/3_221433810.html,简装修
,第2层(共3层),,12㎡,7.00米,"龙华区,龙华",6.00米,龙华新区民治街道民塘路与简上路交汇处,8.00米,2019/9/4 11:47:41,5.00元/㎡·月,购物中心/百货,是,中海锦城商铺,龙华中轴之作 港铁接驳购物中心13.8万起 铺王租约！,13.8万,https://sz.shop.fang.com/shou/3_221432731.html,简装修
3.00米,99㎡,"客梯,货梯,扶梯",100㎡,4.00米,"宝安,中心区",前海卓越时代广场,前海卓越时代广场,5.00米,2019/6/19 9:05:58,0.00元/㎡·月,商业街商铺,否,百货超市,（128米高深圳之光）摩天轮星耀湾区 欢乐海岸原始股资产,12万,https://sz.shop.fang.com/shou/3_219144263.html,毛坯
5.10米,第1层(共1层),"暖气,停车位,货梯,中央空调,上水,下水,可明火,排烟,排污,外摆区",40㎡,8.00米,"宝安,福永",福永街道107国道东侧,碧桂园领寓,5.00米,2019/9/3 12:12:03,5.00元/㎡·月,住宅底商,是,百货超市,福永碧桂园70年产权街铺，清盘阶段，价格有惊喜，茴报6厘,4.1万,https://sz.shop.fang.com/shou/3_221406578.html,简装修
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",77㎡,11.00米,"宝安,宝安中心区",前海卓越时代广场,前海卓越时代广场餐饮街铺,7.00米,2019/6/19 21:53:44,11.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",一个圣淘沙，一个华侨城欢乐港湾，特价餐饮街铺1188万,23.8万,https://sz.shop.fang.com/shou/3_219177445.html,毛坯
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",99㎡,11.00米,"宝安,宝安中心区",前海卓越时代广场,前海卓越时代广场餐饮街铺,9.00米,2019/6/19 21:56:00,11.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",一个圣淘沙，一个华侨城欢乐港湾，特价餐饮街铺1188万,22.7万,https://sz.shop.fang.com/shou/3_219177501.html,毛坯
3.00米,第1层(共1层),"客梯,货梯,扶梯",42㎡,4.00米,"南山,西丽",南山区留仙洞战略型新兴产业总部基地石鼓路与打石一路交汇处,万科云城商铺,5.00米,2019/8/24 13:01:29,0.00元/㎡·月,商业街商铺,否,百货超市,总部基地 万科云城街百果园月租3.5万/卖820万,20万,https://sz.shop.fang.com/shou/3_221148284.html,简装修
,第31层(共46层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2㎡,7.00米,"南山,西丽",6.00米,南山,8.00米,2019/9/1 13:05:59,6.00元/㎡·月,购物中心/百货,否,京基御景峯,南山大学城均价7.5万不限-购-不-限-贷带一线豪-装,12万,https://sz.shop.fang.com/shou/3_221356744.html,精装修
5.00米,第1层(共1层),"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",63㎡,10.00米,"南山,西丽",创科路与打石二路交汇处,万科云街,6.30米,2019/8/2 11:37:51,12.00元/㎡·月,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",中国硅谷总部街铺 西丽高铁站 清盘价17.8万/平 带品牌5厘,17.8万,https://sz.shop.fang.com/shou/3_220484277.html,精装修
,毛坯,,低区(共1层),6.00米,"盐田,沙头角",4.00米,"
                                    广东省深圳市盐田区
                                ",4.00米,2019/8/31 15:26:33,30㎡,否,其他,"
                                    金山碧海花园商铺",,16万,https://sz.shop.fang.com/shou/1_94544253.html,其他 
,第1层(共1层),,762㎡,3.00米,"龙华区,龙华",5.00米,龙华新区民治街道民塘路与简上路交汇处,4.00米,2019/7/25 11:28:55,0.00元/㎡·月,其他,否,中海锦城商铺,地铁口购物中心商业70年产权9.8万起,9.88万,https://sz.shop.fang.com/shou/3_220239129.html,简装修
3.00米,第1层(共1层),"客梯,货梯,扶梯",96㎡,4.00米,"宝安,中心区",甲岸南路与金科路交汇处,易尚中心,5.00米,2019/8/6 11:26:53,0.00元/㎡·月,商业街商铺,否,百货超市,欢乐海岸旁临街云集500强总部高薪群,8.8万,https://sz.shop.fang.com/shou/3_220602333.html,简装修
5.10米,第1层(共2层),,4㎡,6.00米,"宝安区,沙井",沙井中心路,博林君瑞,5.00米,2019/6/24 15:56:04,9.40元/㎡·月,其他,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其它",沙井国际会展中心+海岸城双引擎 社会人流 24营业,12万,https://sz.shop.fang.com/shou/3_219330687.html,毛坯
5.10米,第1层(共2层),"网络,暖气,停车位,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",15㎡,15.00米,"宝安,福永",福永街道107国道东侧,碧桂园领寓,12.00米,2019/9/3 12:10:23,5.00元/㎡·月,住宅底商,是,百货超市,工程抵款 3.7万单价买转角铺旁242平940万 钱景无限,3.7万,https://sz.shop.fang.com/shou/3_221406527.html,简装修
6.00米,1㎡,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2㎡,10.00米,"宝安,新安",勤诚达世纪大街,勤诚达世纪大街,10.00米,2019/6/19 12:12:41,5.00元/㎡·月,住宅底商,是,面积可选,宝安灵芝地铁口 灵芝公园旁 好铺不常有 付个首付收租养贷做铺主,12万,https://sz.shop.fang.com/shou/3_219156273.html,毛坯
,第1层(共2层),,66㎡,5.10米,"光明新区,公明",8.00米,松白路,6.00米,2019/7/1 17:52:18,0.00元/㎡·月,其他,否,中粮云景国际,首付50万买公明双地铁口一手临街 带稳定租约,3万,https://sz.shop.fang.com/shou/3_219547492.html,毛坯
3.00米,99㎡,"客梯,货梯,扶梯",100㎡,4.00米,"宝安,中心区",前海卓越时代广场,前海卓越时代广场,5.00米,2019/6/13 19:21:01,0.00元/㎡·月,商业街商铺,否,百货超市,（128米高深圳之光）摩天轮星耀湾区 欢乐海岸 原始股资产,12万,https://sz.shop.fang.com/shou/3_218949878.html,毛坯
5.00米,第1层(共1层),"网络,暖气,停车位,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",47㎡,8.00米,"南山,蛇口",蛇口,蛇口太子湾,5.00米,2019/7/23 11:40:47,5.00元/㎡·月,住宅底商,是,百货超市,（区总推荐太子驾到）深圳一线滨海商业太子湾震撼特价1200万,20万,https://sz.shop.fang.com/shou/3_220178969.html,简装修
3.00米,第2层(共4层),,14㎡,1.00米,"罗湖,东门",深圳市罗湖区东门中路与二横街交汇点处,旺角购物广场,1.00米,2019/9/2 15:05:29,1.00元/㎡·月,住宅底商,是,服饰鞋包,东门小铺诚心出售,48万,https://sz.shop.fang.com/shou/3_221384713.html,精装修
