zhuanrangfei,rental_price,pay_method,jianzhumianji,shiyongmianji,shengyuzuqi,zhuanrangfangshi,floor,zhuangxiu,building_type,shifoufenge,shihejingying,loupanmingcheng,loupandizhi,miankuan,jinshen,cenggao,elvator_number,service_price,function_list,release_date,url
,396000元/月,押二付一,3300㎡,,,,第5层(共40层),精装修,写字楼配套底商,否,休闲娱乐,彭年酒店,嘉宾路,5.00米,50.00米,4.20米,,45.00元/㎡·月,客梯,2019/9/4 19:11:12,https://sz.shop.fang.com/zu/3_215210939.html
,666900元/月,租金已包含,暂无,,,,简装修,其他,否,国贸商业大厦商铺,,客梯0个，货梯0个,6.00米,8.00米,7.00米,国贸商业大厦商铺,0.00㎡,5130㎡,,2019/9/1 20:57:16,https://sz.shop.fang.com/zu/3_221368160.html
,5400元/月,押二付一,30㎡,,,,第1层(共3层),毛坯,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",open mall红禧公馆,固戍地铁站A出口,4.00米,10.00米,6.00米,,18.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/22 10:42:26,https://sz.shop.fang.com/zu/3_221084109.html
,88000元/月,押一付三,300000.00㎡,,,,第13层(共30层),简装修,写字楼配套底商,否,"餐饮美食,服饰鞋包,生活服务",海岸城东座商铺,海德三道与文心五路交汇处,6.00米,8.00米,7.00米,客梯0个，货梯0个,15.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/9/10 10:10:16,https://sz.shop.fang.com/zu/3_221606295.html
,21250元/月,押二付一,82㎡,,,,第1层(共2层),毛坯,商业街商铺,否,,前海卓越时代广场,宝华路与海天路交叉口,6.00米,8.00米,7.00米,,30.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/22 21:31:25,https://sz.shop.fang.com/zu/3_220166035.html
,345000元/月,押二付一,0.00㎡,,,,第2层(共3层),毛坯,住宅底商,否,"休闲娱乐,美容美发,餐饮美食,生活服务",皇岗花园商铺,福田南彩田南路,20.00米,30.00米,4.50米,客梯0个，货梯0个,10.00元/㎡·月,"停车位,客梯,货梯,扶梯,上水,下水,可明火,排烟,排污,燃气",2019/9/1 21:57:06,https://sz.shop.fang.com/zu/3_221369416.html
,18000元/月,押三付一,30㎡,,,,第1层(共2层),毛坯,商业街商铺,否,,兆鑫汇金广场,深南大道,3.00米,5.00米,5.10米,,30.00元/㎡·月,,2019/8/27 10:57:59,https://sz.shop.fang.com/zu/3_221220190.html
,40000元/月,押二付一,0.00㎡,140㎡,,,第1层(共1层),简装修,住宅底商,否,"美容美发,服饰鞋包,生活服务,百货超市",东方玫瑰园商铺,深南大道与香梅路交汇处,9.20米,15.00米,4.50米,客梯0个，货梯0个,2.90元/㎡·月,"停车位,上水,下水",2019/9/9 11:25:19,https://sz.shop.fang.com/zu/3_221579815.html
,90000元/月,押二付一,441399.00㎡,,,,第3层(共3层),毛坯,住宅底商,否,办公室,宝能太古城商铺,工业八路与中心路交汇处,6.00米,8.00米,7.00米,客梯6个，货梯6个,6.00元/㎡·月,"网络,客梯,货梯,上水,下水",2019/9/9 10:38:58,https://sz.shop.fang.com/zu/3_221577331.html
,180000元/月,押二付一,0.00㎡,,,,第1层(共1层),毛坯,住宅底商,是,,金光华广场商铺,罗湖区人民南路2028号,6.00米,8.00米,7.00米,客梯0个，货梯0个,8.00元/㎡·月,"客梯,货梯,扶梯",2019/7/21 12:01:24,https://sz.shop.fang.com/zu/3_220118800.html
,108000元/月,租金已包含,暂无,,,,简装修,其他,否,保利城花园商铺,,客梯0个，货梯0个,10.00米,30.00米,4.50米,保利城花园商铺,0.00㎡,520㎡,,2019/9/1 20:49:45,https://sz.shop.fang.com/zu/3_221367914.html
,2800元/月,押三付一,60㎡,,,,第1层(共1层),"毛坯
                                ",临街门面 ,否,百货超市，家居建材，服饰鞋包，生活服务，美容美发，餐饮美食，休闲娱乐，其他,"
                                    和家 ","
                                    广东省深圳市宝安区崭新二南岭路3 ",6.00米,10.00米,8.00米,,60元/月,,2019/8/12 14:03:10,https://sz.shop.fang.com/zu/1_52628877.html
,500000元/月,押二付一,5000㎡,,,,第4层(共5层),简装修,商业街商铺,否,百货超市,振兴大厦（蛇口）,太子路61号,30.00米,30.00米,4.00米,,,"客梯,货梯,扶梯",2019/9/1 16:51:27,https://sz.shop.fang.com/zu/3_221362426.html
,4000元/月,押二付一,0.00㎡,,,,第1层(共40层),精装修,住宅底商,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",金地龙城中央商铺,深圳龙岗大道与龙城大道交汇处,15.00米,10.00米,6.00米,客梯0个，货梯0个,10.00元/㎡·月,"网络,停车位,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/1 11:43:51,https://sz.shop.fang.com/zu/3_221354779.html
,460元/月,押一付二,4.2㎡,,,,第1层(共2层),毛坯,商业街商铺,否,万能铺无业态限制,前海卓越时代广场,前海卓越时代,4.20米,9.40米,5.10米,,30.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/21 11:22:59,https://sz.shop.fang.com/zu/3_220117147.html
,78000元/月,租金已包含,2002-01-01,,,,简装修,商业街商铺,是,百货超市,安联大厦商铺,客梯0个，货梯0个,15.00米,10.00米,4.00米,安联大厦商铺,0.00㎡,518㎡,,2019/8/15 23:37:15,https://sz.shop.fang.com/zu/3_220904132.html
,85000元/月,租金已包含,2004-01-01,,,,简装修,其他,否,滨海之窗商铺,,客梯0个，货梯0个,20.00米,25.00米,4.20米,滨海之窗商铺,0.00㎡,508㎡,,2019/9/6 11:54:35,https://sz.shop.fang.com/zu/3_221492445.html
,32000元/月,押一付三,300000.00㎡,,,,第4层(共30层),简装修,写字楼配套底商,否,"生活服务,餐饮美食,服饰鞋包,休闲娱乐,美容美发",海岸城东座商铺,海德三道与文心五路交汇处,6.00米,8.00米,7.00米,客梯0个，货梯0个,15.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/9/7 19:34:00,https://sz.shop.fang.com/zu/3_221542503.html
,153400元/月,租金已包含,第1层(共1层),,,,简装修,商业街商铺,是,百货超市,万海大厦,工业路五路与南山大道交...,25.00米,30.00米,6.00米,,,590㎡,,2019/9/9 10:39:28,https://sz.shop.fang.com/zu/3_221577351.html
,13500元/月,押二付一,55.72㎡,,,,第2层(共3层),毛坯,商业街商铺,否,"生活服务,美容美发,餐饮美食",红禧公馆,红禧公馆,5.00米,8.00米,5.10米,,8.00元/㎡·月,"停车位,客梯,扶梯,上水,下水,可明火,排烟,排污,外摆区",2019/6/30 10:40:06,https://sz.shop.fang.com/zu/3_219506898.html
,50000元/月,租金已包含,第8层(共8层),,,,简装修,其他,否,海翔广场,,蛇口荔园路以西南海大道以东与工业七路交..,10.00米,10.00米,4.00米,,,532㎡,,2019/8/15 23:32:31,https://sz.shop.fang.com/zu/3_220904091.html
,39040元/月,租金已包含,暂无,,,,简装修,商业街商铺,否,新能源大厦商铺,,客梯0个，货梯0个,5.00米,4.00米,3.00米,新能源大厦商铺,0.00㎡,488㎡,,2019/8/21 10:34:24,https://sz.shop.fang.com/zu/3_221053940.html
,242500元/月,押二付一,564㎡,,,,第1层(共1层),简装修,商业街商铺,否,百货超市,公园道大厦,创业路与南海大道交汇处,6.00米,8.00米,7.00米,,,"客梯,货梯,扶梯",2019/7/22 13:56:15,https://sz.shop.fang.com/zu/3_220150659.html
,5000元/月,押二付一,587274.00㎡,,,,第23层(共41层),精装修,住宅底商,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",万科天誉商铺,区龙翔大道与吉祥中路交汇处东南角（龙岗区政府对面）,3.00米,16.00米,4.50米,客梯0个，货梯0个,3.98元/㎡·月,"停车位,客梯,上水,下水,可明火,排烟,排污",2019/7/20 11:00:41,https://sz.shop.fang.com/zu/3_220086121.html
,40000元/月,租金已包含,第1层(共4层),,,,简装修,商业街商铺,否,百货超市,振兴大厦（蛇口）,太子路61号,9.00米,20.00米,5.50米,,,219㎡,,2019/9/9 11:08:11,https://sz.shop.fang.com/zu/3_221578973.html
,49800元/月,租金已包含,1995-01-01,,,,简装修,其他,否,广物花园商铺,,客梯0个，货梯0个,6.00米,8.00米,7.00米,广物花园商铺,0.00㎡,270㎡,,2019/9/2 23:19:36,https://sz.shop.fang.com/zu/3_221396413.html
,30000元/月,押二付一,144000.00㎡,,,,第2层(共2层),毛坯,商业街商铺,否,"生活服务,餐饮美食,服饰鞋包,休闲娱乐,美容美发",保利文化广场商铺,南山商业文化中心区,6.00米,8.00米,7.00米,客梯0个，货梯0个,40.00元/㎡·月,"网络,停车位,货梯,扶梯,中央空调,上水,下水,燃气",2019/8/22 12:17:07,https://sz.shop.fang.com/zu/3_221088769.html
,150000元/月,押一付三,0.00㎡,,,,第1层(共1层),精装修,临街门面,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",后海公馆商铺,后海蓝天路与后海滨路的交汇处,6.00米,8.00米,7.00米,客梯0个，货梯0个,4.20元/㎡·月,"网络,停车位,客梯,货梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/7/22 14:53:56,https://sz.shop.fang.com/zu/3_220152977.html
,15000元/月,押二付一,50000.00㎡,84㎡,,,第1层(共1层),精装修,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",御府名筑商铺,中心城龙平西路南、龙福路北，龙城中路西（南北药行旁）,6.00米,10.00米,6.00米,客梯4个，货梯2个,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/22 16:41:38,https://sz.shop.fang.com/zu/3_215387242.html
,73400元/月,押二付一,340㎡,,,,第4层(共8层),精装修,商业街商铺,否,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",翻身路,宝安区翻身路48区,6.00米,8.00米,7.00米,,,,2019/7/22 21:17:56,https://sz.shop.fang.com/zu/3_220165529.html
3.8万元,11000元/月,押二付一,0平,,,,第2层(共2层),"简单装修
                                ",商业街商铺 ,否,服饰鞋包,南塘商业广场商铺,"
                                    南塘商业广场10地块永新街1号 ",2.00米,3.00米,3.00米,,租金已包含,"停车位,客梯,扶梯,中央空调,外摆区",2019/8/3 14:00:40,https://sz.shop.fang.com/zu/1_52627360.html
,120000元/月,租金已包含,第2层(共4层),,,,简装修,商业街商铺,是,百货超市,振兴大厦（蛇口）,太子路61号,20.00米,10.00米,4.00米,,,1300㎡,,2019/8/18 10:54:40,https://sz.shop.fang.com/zu/3_220971446.html
,123800元/月,押三付一,190433.54㎡,,,,第1层(共2层),精装修,临街门面,否,"生活服务,餐饮美食,休闲娱乐",田厦国际中心商铺,桃园路与南光路交汇处（南山区委旁）,16.00米,15.00米,5.80米,客梯12个，货梯0个,16.00元/㎡·月,"网络,停车位,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/27 19:47:10,https://sz.shop.fang.com/zu/3_221237489.html
,350700元/月,押三付一,2100㎡,2000㎡,,,第1层(共3层),毛坯,临街门面,否,"休闲娱乐,生活服务",南山独栋3层【商铺】,留仙大道边,70.00米,30.00米,10.00米,,1.00元/㎡·月,"停车位,中央空调,上水,下水",2019/9/1 22:15:59,https://sz.shop.fang.com/zu/3_221369714.html
,12800元/月,押二付一,64㎡,60㎡,,,第1层(共1层),毛坯,住宅底商,是,"休闲娱乐,美容美发,餐饮美食,服饰鞋包",碧桂园荣汇,坂雪岗大道,4.50米,13.00米,5.10米,,8.00元/㎡·月,"网络,停车位,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/29 12:52:04,https://sz.shop.fang.com/zu/3_221279730.html
,350000元/月,押二付一,2100㎡,,,,第1层(共3层),精装修,临街门面,否,生活服务,南山区独栋 3层【商铺】,留仙大道边,6.00米,8.00米,7.00米,,1.00元/㎡·月,"网络,停车位,中央空调,上水,下水",2019/9/7 10:11:42,https://sz.shop.fang.com/zu/3_221523348.html
,37800元/月,租金已包含,2002-01-01,,,,毛坯,其他,否,美丽365花园商铺,,客梯0个，货梯0个,10.00米,15.00米,3.60米,美丽365花园商铺,0.00㎡,210㎡,,2019/8/11 14:05:47,https://sz.shop.fang.com/zu/3_220765678.html
,109080元/月,租金已包含,2007-01-01,,,,简装修,商业街商铺,是,百货超市,现代国际大厦商铺,客梯0个，货梯0个,5.00米,4.00米,3.00米,现代国际大厦商铺,0.00㎡,606㎡,,2019/8/16 9:52:06,https://sz.shop.fang.com/zu/3_220907503.html
,11310元/月,押二付一,0.00㎡,36㎡,,,第1层(共1层),精装修,商业街商铺,是,"服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",金地龙城中央商铺,深圳龙岗大道与龙城大道交汇处,5.00米,10.00米,5.10米,客梯0个，货梯0个,10.00元/㎡·月,"上水,下水,可明火,排烟,排污",2019/9/3 10:14:39,https://sz.shop.fang.com/zu/3_221400809.html
,54000元/月,押一付三,300㎡,,,,第9层(共12层),简装修,商业街商铺,否,百货超市,花样年美年广场,南海大道与东滨路交汇处西南角,6.00米,8.00米,7.00米,,,"客梯,货梯,扶梯,燃气",2019/7/22 15:20:12,https://sz.shop.fang.com/zu/3_220154001.html
,36800元/月,月付,110㎡,,,,第1层(共1层),"简单装修
                                ",临街门面 ,否,餐饮美食，服饰鞋包，休闲娱乐，美容美发，生活服务，百货超市，家居建材，其他,"
                                    宝安南路广场北街 ","
                                    罗湖区宝安南路广场北街 ",,,,,,网络,2019/7/21 13:25:45,https://sz.shop.fang.com/zu/1_52625508.html
,25324元/月,押一付三,0.00㎡,,,,第1层(共1层),毛坯,住宅底商,否,"生活服务,百货超市",家和盛世花园商铺,中心城清林中路北龙福西路与和福路交汇处（妇儿中心站北150米）,5.50米,10.00米,5.10米,客梯0个，货梯0个,3.00元/㎡·月,"停车位,客梯,货梯,上水,下水",2019/9/2 20:15:22,https://sz.shop.fang.com/zu/3_221393666.html
,25000元/月,租金已包含,第1层(共7层),,,,毛坯,其他,否,潜龙鑫茂花园A区,,民治大道141号,4.50米,15.00米,6.00米,,,75㎡,,2019/8/14 16:25:35,https://sz.shop.fang.com/zu/3_220861196.html
,135000元/月,租金已包含,暂无,,,,简装修,其他,否,海岸城东座商铺,,客梯0个，货梯0个,5.00米,4.00米,3.00米,海岸城东座商铺,300000.00㎡,300㎡,,2019/9/1 20:54:39,https://sz.shop.fang.com/zu/3_221368119.html
,191250元/月,面议,1530㎡,,,,第19层(共33层),简装修,商业街商铺,否,,深圳创业投资大厦,南山区科园路1001号(科技园南区滨海大道..,6.00米,8.00米,7.00米,,,,2019/9/7 10:10:17,https://sz.shop.fang.com/zu/3_221523276.html
,191250元/月,租金已包含,第2层(共33层),,,,简装修,商业街商铺,否,深圳创业投资大厦,,南山区科园路1001号(科技园南区滨海大道..,5.00米,4.00米,3.00米,,,1530㎡,,2019/8/15 23:44:31,https://sz.shop.fang.com/zu/3_220904187.html
,32000元/月,押二付一,0.00㎡,,,,第1层(共2层),精装修,写字楼配套底商,否,"休闲娱乐,餐饮美食",天利中央商务广场商铺,南山环北路与后海路交汇处,6.00米,8.00米,7.00米,客梯0个，货梯0个,30.00元/㎡·月,"网络,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/25 14:34:41,https://sz.shop.fang.com/zu/3_221176158.html
,57000元/月,租金已包含,暂无,,,,精装修,其他,否,天利名城,,客梯0个，货梯0个,6.00米,8.00米,7.00米,天利名城,250000.00㎡,195㎡,,2019/9/2 23:21:27,https://sz.shop.fang.com/zu/3_221396445.html
,109080元/月,押二付一,0.00㎡,,,,第5层(共5层),精装修,写字楼配套底商,否,,现代国际大厦商铺,福田中心区福华路与金田路交汇处,20.00米,30.00米,4.50米,客梯0个，货梯0个,16.00元/㎡·月,"停车位,上水,下水",2019/9/3 15:26:54,https://sz.shop.fang.com/zu/3_221412211.html
,120000元/月,租金已包含,第2层(共6层),,,,简装修,商业街商铺,否,振兴大厦（蛇口）,,太子路61号,5.00米,4.00米,3.00米,,,1000㎡,,2019/9/1 18:16:16,https://sz.shop.fang.com/zu/3_221364288.html
,156000元/月,押二付一,250000.00㎡,,,,第1层(共33层),精装修,商业街商铺,否,餐饮美食,天利名城,海德三道天利中央商务广场,20.00米,20.00米,6.00米,客梯0个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/4 15:11:22,https://sz.shop.fang.com/zu/3_221438359.html
,30000元/月,押一付三,62.43㎡,,,,第1层(共11层),毛坯,住宅底商,否,"美容美发,餐饮美食,服饰鞋包,生活服务,百货超市",新鸿基花园,新鸿基花园,6.50米,10.00米,4.50米,,8.00元/㎡·月,"停车位,货梯,上水,下水,排烟,排污",2019/8/28 16:30:26,https://sz.shop.fang.com/zu/3_221259397.html
,44000元/月,押二付一,127.07㎡,127㎡,,,第1层(共1层),毛坯,住宅底商,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,休闲娱乐",星河传奇天街,民塘路与上塘路交汇处,8.00米,16.00米,5.10米,,5.00元/㎡·月,"网络,暖气,停车位,中央空调,上水,下水,排污,燃气,外摆区",2019/8/1 15:26:31,https://sz.shop.fang.com/zu/3_220461663.html
,35700元/月,租金已包含,2006-12-20,,,,简装修,其他,是,百货超市,缤纷年华商铺,客梯0个，货梯0个,5.00米,4.00米,4.20米,缤纷年华商铺,0.00㎡,420㎡,"客梯,货梯,扶梯",2019/8/29 16:18:28,https://sz.shop.fang.com/zu/3_221285877.html
,58212元/月,押二付一,588㎡,,,,第6层(共40层),简装修,商业街商铺,否,美容美发,海岸中心,福田中心区福田路24号,10.00米,10.00米,4.00米,,,"客梯,货梯,扶梯",2019/9/1 16:45:42,https://sz.shop.fang.com/zu/3_221362241.html
,120000元/月,租金已包含,第2层(共4层),,,,简装修,商业街商铺,是,百货超市,振兴大厦（蛇口）,太子路61号,20.00米,10.00米,4.00米,,,1300㎡,,2019/7/22 10:33:25,https://sz.shop.fang.com/zu/3_220142308.html
,68000元/月,押二付一,300000.00㎡,,,,第2层(共5层),精装修,购物中心/百货,否,"生活服务,餐饮美食",海岸城东座商铺,海德三道与文心五路交汇处,5.00米,8.00米,6.00米,客梯0个，货梯0个,30.00元/㎡·月,"停车位,中央空调,上水,下水,排烟,排污,外摆区",2019/9/4 19:27:44,https://sz.shop.fang.com/zu/3_221445839.html
,330560元/月,押二付一,2066㎡,,,,第9层(共19层),简装修,写字楼配套底商,否,,农科绿洲商务大楼【商铺】,香蜜湖农林路与红荔路交汇处,50.00米,60.00米,4.00米,,10.00元/㎡·月,"网络,停车位,客梯,货梯,中央空调,上水,下水",2019/9/1 22:07:13,https://sz.shop.fang.com/zu/3_221369617.html
,16256元/月,押一付三,87661.69㎡,,,,第11层(共12层),毛坯,写字楼配套底商,是,"休闲娱乐,美容美发,餐饮美食,百货超市",美年广场商铺,工业八路以北，南海大道西(南海大道与东滨路交汇处),6.00米,8.00米,7.00米,客梯15个，货梯0个,8.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/22 15:03:42,https://sz.shop.fang.com/zu/3_220153334.html
,29700元/月,押二付一,0.00㎡,,,,第1层(共3层),毛坯,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",奥园和平广场,公明南环大道和振兴路交汇处,4.00米,10.00米,6.00米,客梯0个，货梯0个,8.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/25 10:50:00,https://sz.shop.fang.com/zu/3_221169394.html
,136900元/月,押二付一,1800㎡,,,,第2层(共2层),毛坯,写字楼配套底商,否,生活服务,尔体,翻身路,50.00米,36.00米,3.90米,,7.00元/㎡·月,"网络,停车位,客梯,货梯,上水,下水,排烟,排污,燃气",2019/9/9 21:56:35,https://sz.shop.fang.com/zu/3_221600439.html
,58200元/月,租金已包含,第6层(共40层),,,,简装修,其他,否,海岸中心,,福田区福田路24号,10.00米,10.00米,4.00米,,,588㎡,,2019/7/22 10:40:45,https://sz.shop.fang.com/zu/3_220142664.html
,48000元/月,押二付一,250000.00㎡,,,,第2层(共24层),毛坯,写字楼配套底商,否,餐饮美食,天利名城,海德三道天利中央商务广场,5.00米,4.00米,3.00米,客梯0个，货梯0个,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,燃气",2019/9/4 15:33:14,https://sz.shop.fang.com/zu/3_221439089.html
,399000元/月,押二付一,1900㎡,,,,第5层(共31层),精装修,写字楼配套底商,否,休闲娱乐,时代金融中心大厦商铺 （会所）,深南路与福华一路交汇处西北,30.00米,30.00米,4.20米,,16.00元/㎡·月,"网络,停车位,客梯,货梯,中央空调,上水,下水",2019/9/1 21:56:42,https://sz.shop.fang.com/zu/3_221369401.html
,27500元/月,押一付三,0.00㎡,,,,第1层(共1层),毛坯,临街门面,否,"休闲娱乐,生活服务,美容美发,服饰鞋包",花园城一期商铺,南山区南海大道与东滨路交汇处蛇口沃尔玛对面,6.00米,8.00米,7.00米,客梯0个，货梯0个,2.80元/㎡·月,"网络,停车位",2019/9/7 10:12:29,https://sz.shop.fang.com/zu/3_221523403.html
,134680元/月,租金已包含,第1层(共1层),,,,毛坯,住宅底商,否,百货超市,瑞思中心写字楼,华侨城世界之窗正对面,5.00米,4.00米,3.00米,,,518㎡,"客梯,货梯,扶梯",2019/9/9 11:09:57,https://sz.shop.fang.com/zu/3_221579065.html
,125000元/月,租金已包含,1980-01-01,,,,精装修,其他,否,海上世界商铺,,客梯0个，货梯0个,6.00米,8.00米,7.00米,海上世界商铺,0.00㎡,700㎡,,2019/9/2 23:19:15,https://sz.shop.fang.com/zu/3_221396411.html
,12000元/月,押二付一,67㎡,,,,第1层(共3层),毛坯,商业街商铺,是,"美容美发,餐饮美食,休闲娱乐",红禧公馆,红禧公馆,6.00米,8.00米,5.10米,,8.00元/㎡·月,"停车位,客梯,货梯,扶梯,上水,下水,可明火,排烟,排污,外摆区",2019/7/17 11:20:19,https://sz.shop.fang.com/zu/3_219992776.html
,15000元/月,押二付一,0.00㎡,,,,第1层(共35层),毛坯,写字楼配套底商,否,,安联大厦商铺,福田金田路与福中三路交汇处市民中心东侧,6.00米,8.00米,7.00米,客梯0个，货梯0个,28.00元/㎡·月,停车位,2019/9/10 10:21:08,https://sz.shop.fang.com/zu/3_221606865.html
,110000元/月,租金已包含,暂无,,,,简装修,其他,否,招商雍景湾商铺,,客梯0个，货梯0个,5.00米,12.00米,5.00米,招商雍景湾商铺,0.00㎡,1000㎡,,2019/9/6 11:55:05,https://sz.shop.fang.com/zu/3_221492476.html
,300000元/月,租金已包含,第1层(共1层),,,,简装修,商业街商铺,是,百货超市,理想时代大厦,林康路与梅康路交叉口东...,5.00米,4.00米,3.00米,,,2571㎡,,2019/9/1 17:38:12,https://sz.shop.fang.com/zu/3_221363442.html
,300000元/月,租金已包含,暂无,,,,简装修,商业街商铺,否,海印长城商铺,,客梯0个，货梯0个,40.00米,50.00米,5.00米,海印长城商铺,0.00㎡,960㎡,,2019/8/12 11:53:53,https://sz.shop.fang.com/zu/3_220790341.html
,32000元/月,面议,0.00㎡,,,,第7层(共28层),简装修,商业街商铺,否,,缤纷假日豪园商铺,海德二路与南光路交汇处,6.00米,8.00米,7.00米,客梯0个，货梯0个,,,2019/9/6 9:52:46,https://sz.shop.fang.com/zu/3_221485046.html
,8400元/月,租金已包含,第1层(共23层),,,,简装修,商业街商铺,否,荣德国际,,龙岗大道与保康路交汇处北侧(3号线横岗站C出口),3.80米,4.00米,3.00米,,,42㎡,,2019/9/3 22:18:52,https://sz.shop.fang.com/zu/3_221422566.html
